r_over_rs,D_GR,D_SSZ,delta,z_GR,z_SSZ
1.8829,1.0,1.0,0.0,0.0,0.0
1.8836,1.0,1.0,0.0,0.0,0.0
1.8843,1.0,1.0,0.0,0.0,0.0
1.885,1.0,1.0,0.0,0.0,0.0
1.8857,1.0,1.0,0.0,0.0,0.0
1.8864,1.0,1.0,0.0,0.0,0.0
1.8871,1.0,1.0,0.0,0.0,0.0
1.8878,1.0,1.0,0.0,0.0,0.0
1.8885,1.0,1.0,0.0,0.0,0.0
1.8892,1.0,1.0,0.0,0.0,0.0
1.8899,1.0,1.0,0.0,0.0,0.0
1.8906,1.0,1.0,0.0,0.0,0.0
1.8913,1.0,1.0,0.0,0.0,0.0
1.892,1.0,1.0,0.0,0.0,0.0
1.8927,1.0,1.0,0.0,0.0,0.0
1.8934,1.0,1.0,0.0,0.0,0.0
1.8941,1.0,1.0,0.0,0.0,0.0
1.8948,1.0,1.0,0.0,0.0,0.0
1.8955,1.0,1.0,0.0,0.0,0.0
1.8961999999999999,1.0,1.0,0.0,0.0,0.0
1.8969,1.0,1.0,0.0,0.0,0.0
1.8976,1.0,1.0,0.0,0.0,0.0
1.8982999999999999,1.0,1.0,0.0,0.0,0.0
1.899,1.0,1.0,0.0,0.0,0.0
1.8997,1.0,1.0,0.0,0.0,0.0
1.9003999999999999,1.0,1.0,0.0,0.0,0.0
1.9011,1.0,1.0,0.0,0.0,0.0
1.9018,1.0,1.0,0.0,0.0,0.0
1.9024999999999999,1.0,1.0,0.0,0.0,0.0
1.9032,1.0,1.0,0.0,0.0,0.0
1.9039,1.0,1.0,0.0,0.0,0.0
1.9046,1.0,1.0,0.0,0.0,0.0
1.9053,1.0,1.0,0.0,0.0,0.0
1.906,1.0,1.0,0.0,0.0,0.0
1.9067,1.0,1.0,0.0,0.0,0.0
1.9074,1.0,1.0,0.0,0.0,0.0
1.9081000000000001,1.0,1.0,0.0,0.0,0.0
1.9088,1.0,1.0,0.0,0.0,0.0
1.9095,1.0,1.0,0.0,0.0,0.0
1.9102000000000001,1.0,1.0,0.0,0.0,0.0
1.9109,1.0,1.0,0.0,0.0,0.0
1.9116,1.0,1.0,0.0,0.0,0.0
1.9123,1.0,1.0,0.0,0.0,0.0
1.913,1.0,1.0,0.0,0.0,0.0
1.9137,1.0,1.0,0.0,0.0,0.0
1.9144,1.0,1.0,0.0,0.0,0.0
1.9151,1.0,1.0,0.0,0.0,0.0
1.9158,1.0,1.0,0.0,0.0,0.0
1.9165,1.0,1.0,0.0,0.0,0.0
1.9172,1.0,1.0,0.0,0.0,0.0
1.9179,1.0,1.0,0.0,0.0,0.0
1.9186,1.0,1.0,0.0,0.0,0.0
1.9193,1.0,1.0,0.0,0.0,0.0
1.92,1.0,1.0,0.0,0.0,0.0
1.9207,1.0,1.0,0.0,0.0,0.0
1.9214,1.0,1.0,0.0,0.0,0.0
1.9221,1.0,1.0,0.0,0.0,0.0
1.9228,1.0,1.0,0.0,0.0,0.0
1.9235,1.0,1.0,0.0,0.0,0.0
1.9242,1.0,1.0,0.0,0.0,0.0
1.9249,1.0,1.0,0.0,0.0,0.0
1.9256,1.0,1.0,0.0,0.0,0.0
1.9263,1.0,1.0,0.0,0.0,0.0
1.927,1.0,1.0,0.0,0.0,0.0
1.9277,1.0,1.0,0.0,0.0,0.0
1.9284,1.0,1.0,0.0,0.0,0.0
1.9291,1.0,1.0,0.0,0.0,0.0
1.9298,1.0,1.0,0.0,0.0,0.0
1.9304999999999999,1.0,1.0,0.0,0.0,0.0
1.9312,1.0,1.0,0.0,0.0,0.0
1.9319,1.0,1.0,0.0,0.0,0.0
1.9325999999999999,1.0,1.0,0.0,0.0,0.0
1.9333,1.0,1.0,0.0,0.0,0.0
1.934,1.0,1.0,0.0,0.0,0.0
1.9346999999999999,1.0,1.0,0.0,0.0,0.0
1.9354,1.0,1.0,0.0,0.0,0.0
1.9361,1.0,1.0,0.0,0.0,0.0
1.9368,1.0,1.0,0.0,0.0,0.0
1.9375,1.0,1.0,0.0,0.0,0.0
1.9382,1.0,1.0,0.0,0.0,0.0
1.9389,1.0,1.0,0.0,0.0,0.0
1.9396,1.0,1.0,0.0,0.0,0.0
1.9403,1.0,1.0,0.0,0.0,0.0
1.941,1.0,1.0,0.0,0.0,0.0
1.9417,1.0,1.0,0.0,0.0,0.0
1.9424000000000001,1.0,1.0,0.0,0.0,0.0
1.9431,1.0,1.0,0.0,0.0,0.0
1.9438,1.0,1.0,0.0,0.0,0.0
1.9445000000000001,1.0,1.0,0.0,0.0,0.0
1.9452,1.0,1.0,0.0,0.0,0.0
1.9459,1.0,1.0,0.0,0.0,0.0
1.9466,1.0,1.0,0.0,0.0,0.0
1.9473,1.0,1.0,0.0,0.0,0.0
1.948,1.0,1.0,0.0,0.0,0.0
1.9487,1.0,1.0,0.0,0.0,0.0
1.9494,1.0,1.0,0.0,0.0,0.0
1.9501,1.0,1.0,0.0,0.0,0.0
1.9508,1.0,1.0,0.0,0.0,0.0
1.9515,1.0,1.0,0.0,0.0,0.0
1.9522,1.0,1.0,0.0,0.0,0.0
1.9529,1.0,1.0,0.0,0.0,0.0
1.9536,1.0,1.0,0.0,0.0,0.0
1.9543,1.0,1.0,0.0,0.0,0.0
1.955,1.0,1.0,0.0,0.0,0.0
1.9557,1.0,1.0,0.0,0.0,0.0
1.9564,1.0,1.0,0.0,0.0,0.0
1.9571,1.0,1.0,0.0,0.0,0.0
1.9578,1.0,1.0,0.0,0.0,0.0
1.9585,1.0,1.0,0.0,0.0,0.0
1.9592,1.0,1.0,0.0,0.0,0.0
1.9599,1.0,1.0,0.0,0.0,0.0
1.9606,1.0,1.0,0.0,0.0,0.0
1.9613,1.0,1.0,0.0,0.0,0.0
1.962,1.0,1.0,0.0,0.0,0.0
1.9627,1.0,1.0,0.0,0.0,0.0
1.9634,1.0,1.0,0.0,0.0,0.0
1.9641,1.0,1.0,0.0,0.0,0.0
1.9647999999999999,1.0,1.0,0.0,0.0,0.0
1.9655,1.0,1.0,0.0,0.0,0.0
1.9662,1.0,1.0,0.0,0.0,0.0
1.9668999999999999,1.0,1.0,0.0,0.0,0.0
1.9676,1.0,1.0,0.0,0.0,0.0
1.9683,1.0,1.0,0.0,0.0,0.0
1.9689999999999999,1.0,1.0,0.0,0.0,0.0
1.9697,1.0,1.0,0.0,0.0,0.0
1.9704,1.0,1.0,0.0,0.0,0.0
1.9711,1.0,1.0,0.0,0.0,0.0
1.9718,1.0,1.0,0.0,0.0,0.0
1.9725,1.0,1.0,0.0,0.0,0.0
1.9732,1.0,1.0,0.0,0.0,0.0
1.9739,1.0,1.0,0.0,0.0,0.0
1.9746000000000001,1.0,1.0,0.0,0.0,0.0
1.9753,1.0,1.0,0.0,0.0,0.0
1.976,1.0,1.0,0.0,0.0,0.0
1.9767000000000001,1.0,1.0,0.0,0.0,0.0
1.9774,1.0,1.0,0.0,0.0,0.0
1.9781,1.0,1.0,0.0,0.0,0.0
1.9788000000000001,1.0,1.0,0.0,0.0,0.0
1.9795,1.0,1.0,0.0,0.0,0.0
1.9802,1.0,1.0,0.0,0.0,0.0
1.9809,1.0,1.0,0.0,0.0,0.0
1.9816,1.0,1.0,0.0,0.0,0.0
1.9823,1.0,1.0,0.0,0.0,0.0
1.983,1.0,1.0,0.0,0.0,0.0
1.9837,1.0,1.0,0.0,0.0,0.0
1.9844,1.0,1.0,0.0,0.0,0.0
1.9851,1.0,1.0,0.0,0.0,0.0
1.9858,1.0,1.0,0.0,0.0,0.0
1.9865,1.0,1.0,0.0,0.0,0.0
1.9872,1.0,1.0,0.0,0.0,0.0
1.9879,1.0,1.0,0.0,0.0,0.0
1.9886,1.0,1.0,0.0,0.0,0.0
1.9893,1.0,1.0,0.0,0.0,0.0
1.99,1.0,1.0,0.0,0.0,0.0
1.9907,1.0,1.0,0.0,0.0,0.0
1.9914,1.0,1.0,0.0,0.0,0.0
1.9921,1.0,1.0,0.0,0.0,0.0
1.9928,1.0,1.0,0.0,0.0,0.0
1.9935,1.0,1.0,0.0,0.0,0.0
1.9942,1.0,1.0,0.0,0.0,0.0
1.9949,1.0,1.0,0.0,0.0,0.0
1.9956,1.0,1.0,0.0,0.0,0.0
1.9963,1.0,1.0,0.0,0.0,0.0
1.9969999999999999,1.0,1.0,0.0,0.0,0.0
1.9977,1.0,1.0,0.0,0.0,0.0
1.9984,1.0,1.0,0.0,0.0,0.0
1.9990999999999999,1.0,1.0,0.0,0.0,0.0
1.9998,1.0,1.0,0.0,0.0,0.0
2.0004999999999997,1.0,1.0,0.0,0.0,0.0
2.0012,1.0,1.0,0.0,0.0,0.0
2.0019,1.0,1.0,0.0,0.0,0.0
2.0026,1.0,1.0,0.0,0.0,0.0
2.0033,1.0,1.0,0.0,0.0,0.0
2.004,1.0,1.0,0.0,0.0,0.0
2.0047,1.0,1.0,0.0,0.0,0.0
2.0054,1.0,1.0,0.0,0.0,0.0
2.0061,1.0,1.0,0.0,0.0,0.0
2.0068,1.0,1.0,0.0,0.0,0.0
2.0075,1.0,1.0,0.0,0.0,0.0
2.0082,1.0,1.0,0.0,0.0,0.0
2.0089,1.0,1.0,0.0,0.0,0.0
2.0096,1.0,1.0,0.0,0.0,0.0
2.0103,1.0,1.0,0.0,0.0,0.0
2.011,1.0,1.0,0.0,0.0,0.0
2.0117000000000003,1.0,1.0,0.0,0.0,0.0
2.0124,1.0,1.0,0.0,0.0,0.0
2.0131,1.0,1.0,0.0,0.0,0.0
2.0138,1.0,1.0,0.0,0.0,0.0
2.0145,1.0,1.0,0.0,0.0,0.0
2.0152,1.0,1.0,0.0,0.0,0.0
2.0159000000000002,1.0,1.0,0.0,0.0,0.0
2.0166,1.0,1.0,0.0,0.0,0.0
2.0173,1.0,1.0,0.0,0.0,0.0
2.018,1.0,1.0,0.0,0.0,0.0
2.0187,1.0,1.0,0.0,0.0,0.0
2.0194,1.0,1.0,0.0,0.0,0.0
2.0201000000000002,1.0,1.0,0.0,0.0,0.0
2.0208,1.0,1.0,0.0,0.0,0.0
2.0215,1.0,1.0,0.0,0.0,0.0
2.0221999999999998,1.0,1.0,0.0,0.0,0.0
2.0229,1.0,1.0,0.0,0.0,0.0
2.0236,1.0,1.0,0.0,0.0,0.0
2.0243,1.0,1.0,0.0,0.0,0.0
2.025,1.0,1.0,0.0,0.0,0.0
2.0257,1.0,1.0,0.0,0.0,0.0
2.0263999999999998,1.0,1.0,0.0,0.0,0.0
2.0271,1.0,1.0,0.0,0.0,0.0
2.0278,1.0,1.0,0.0,0.0,0.0
2.0285,1.0,1.0,0.0,0.0,0.0
2.0292,1.0,1.0,0.0,0.0,0.0
2.0299,1.0,1.0,0.0,0.0,0.0
2.0305999999999997,1.0,1.0,0.0,0.0,0.0
2.0313,1.0,1.0,0.0,0.0,0.0
2.032,1.0,1.0,0.0,0.0,0.0
2.0327,1.0,1.0,0.0,0.0,0.0
2.0334,1.0,1.0,0.0,0.0,0.0
2.0341,1.0,1.0,0.0,0.0,0.0
2.0347999999999997,1.0,1.0,0.0,0.0,0.0
2.0355,1.0,1.0,0.0,0.0,0.0
2.0362,1.0,1.0,0.0,0.0,0.0
2.0369,1.0,1.0,0.0,0.0,0.0
2.0376,1.0,1.0,0.0,0.0,0.0
2.0383,1.0,1.0,0.0,0.0,0.0
2.039,1.0,1.0,0.0,0.0,0.0
2.0397,1.0,1.0,0.0,0.0,0.0
2.0404,1.0,1.0,0.0,0.0,0.0
2.0411,1.0,1.0,0.0,0.0,0.0
2.0418,1.0,1.0,0.0,0.0,0.0
2.0425,1.0,1.0,0.0,0.0,0.0
2.0432,1.0,1.0,0.0,0.0,0.0
2.0439,1.0,1.0,0.0,0.0,0.0
2.0446,1.0,1.0,0.0,0.0,0.0
2.0453,1.0,1.0,0.0,0.0,0.0
2.0460000000000003,1.0,1.0,0.0,0.0,0.0
2.0467,1.0,1.0,0.0,0.0,0.0
2.0474,1.0,1.0,0.0,0.0,0.0
2.0481,1.0,1.0,0.0,0.0,0.0
2.0488,1.0,1.0,0.0,0.0,0.0
2.0495,1.0,1.0,0.0,0.0,0.0
2.0502000000000002,1.0,1.0,0.0,0.0,0.0
2.0509,1.0,1.0,0.0,0.0,0.0
2.0516,1.0,1.0,0.0,0.0,0.0
2.0523,1.0,1.0,0.0,0.0,0.0
2.053,1.0,1.0,0.0,0.0,0.0
2.0537,1.0,1.0,0.0,0.0,0.0
2.0544000000000002,1.0,1.0,0.0,0.0,0.0
2.0551,1.0,1.0,0.0,0.0,0.0
2.0558,1.0,1.0,0.0,0.0,0.0
2.0564999999999998,1.0,1.0,0.0,0.0,0.0
2.0572,1.0,1.0,0.0,0.0,0.0
2.0579,1.0,1.0,0.0,0.0,0.0
2.0586,1.0,1.0,0.0,0.0,0.0
2.0593,1.0,1.0,0.0,0.0,0.0
2.06,1.0,1.0,0.0,0.0,0.0
2.0606999999999998,1.0,1.0,0.0,0.0,0.0
2.0614,1.0,1.0,0.0,0.0,0.0
2.0621,1.0,1.0,0.0,0.0,0.0
2.0628,1.0,1.0,0.0,0.0,0.0
2.0635,1.0,1.0,0.0,0.0,0.0
2.0642,1.0,1.0,0.0,0.0,0.0
2.0648999999999997,1.0,1.0,0.0,0.0,0.0
2.0656,1.0,1.0,0.0,0.0,0.0
2.0663,1.0,1.0,0.0,0.0,0.0
2.067,1.0,1.0,0.0,0.0,0.0
2.0677,1.0,1.0,0.0,0.0,0.0
2.0684,1.0,1.0,0.0,0.0,0.0
2.0690999999999997,1.0,1.0,0.0,0.0,0.0
2.0698,1.0,1.0,0.0,0.0,0.0
2.0705,1.0,1.0,0.0,0.0,0.0
2.0712,1.0,1.0,0.0,0.0,0.0
2.0719,1.0,1.0,0.0,0.0,0.0
2.0726,1.0,1.0,0.0,0.0,0.0
2.0733,1.0,1.0,0.0,0.0,0.0
2.074,1.0,1.0,0.0,0.0,0.0
2.0747,1.0,1.0,0.0,0.0,0.0
2.0754,1.0,1.0,0.0,0.0,0.0
2.0761,1.0,1.0,0.0,0.0,0.0
2.0768,1.0,1.0,0.0,0.0,0.0
2.0775,1.0,1.0,0.0,0.0,0.0
2.0782,1.0,1.0,0.0,0.0,0.0
2.0789,1.0,1.0,0.0,0.0,0.0
2.0796,1.0,1.0,0.0,0.0,0.0
2.0803000000000003,1.0,1.0,0.0,0.0,0.0
2.081,1.0,1.0,0.0,0.0,0.0
2.0817,1.0,1.0,0.0,0.0,0.0
2.0824,1.0,1.0,0.0,0.0,0.0
2.0831,1.0,1.0,0.0,0.0,0.0
2.0838,1.0,1.0,0.0,0.0,0.0
2.0845000000000002,1.0,1.0,0.0,0.0,0.0
2.0852,1.0,1.0,0.0,0.0,0.0
2.0859,1.0,1.0,0.0,0.0,0.0
2.0866,1.0,1.0,0.0,0.0,0.0
2.0873,1.0,1.0,0.0,0.0,0.0
2.088,1.0,1.0,0.0,0.0,0.0
2.0887000000000002,1.0,1.0,0.0,0.0,0.0
2.0894,1.0,1.0,0.0,0.0,0.0
2.0901,1.0,1.0,0.0,0.0,0.0
2.0907999999999998,1.0,1.0,0.0,0.0,0.0
2.0915,1.0,1.0,0.0,0.0,0.0
2.0922,1.0,1.0,0.0,0.0,0.0
2.0929,1.0,1.0,0.0,0.0,0.0
2.0936,1.0,1.0,0.0,0.0,0.0
2.0943,1.0,1.0,0.0,0.0,0.0
2.0949999999999998,1.0,1.0,0.0,0.0,0.0
2.0957,1.0,1.0,0.0,0.0,0.0
2.0964,1.0,1.0,0.0,0.0,0.0
2.0971,1.0,1.0,0.0,0.0,0.0
2.0978,1.0,1.0,0.0,0.0,0.0
2.0985,1.0,1.0,0.0,0.0,0.0
2.0991999999999997,1.0,1.0,0.0,0.0,0.0
2.0999,1.0,1.0,0.0,0.0,0.0
2.1006,1.0,1.0,0.0,0.0,0.0
2.1013,1.0,1.0,0.0,0.0,0.0
2.102,1.0,1.0,0.0,0.0,0.0
2.1027,1.0,1.0,0.0,0.0,0.0
2.1034,1.0,1.0,0.0,0.0,0.0
2.1041,1.0,1.0,0.0,0.0,0.0
2.1048,1.0,1.0,0.0,0.0,0.0
2.1055,1.0,1.0,0.0,0.0,0.0
2.1062,1.0,1.0,0.0,0.0,0.0
2.1069,1.0,1.0,0.0,0.0,0.0
2.1076,1.0,1.0,0.0,0.0,0.0
2.1083,1.0,1.0,0.0,0.0,0.0
2.109,1.0,1.0,0.0,0.0,0.0
2.1097,1.0,1.0,0.0,0.0,0.0
2.1104,1.0,1.0,0.0,0.0,0.0
2.1111,1.0,1.0,0.0,0.0,0.0
2.1118,1.0,1.0,0.0,0.0,0.0
2.1125,1.0,1.0,0.0,0.0,0.0
2.1132,1.0,1.0,0.0,0.0,0.0
2.1139,1.0,1.0,0.0,0.0,0.0
2.1146000000000003,1.0,1.0,0.0,0.0,0.0
2.1153,1.0,1.0,0.0,0.0,0.0
2.116,1.0,1.0,0.0,0.0,0.0
2.1167,1.0,1.0,0.0,0.0,0.0
2.1174,1.0,1.0,0.0,0.0,0.0
2.1181,1.0,1.0,0.0,0.0,0.0
2.1188000000000002,1.0,1.0,0.0,0.0,0.0
2.1195,1.0,1.0,0.0,0.0,0.0
2.1202,1.0,1.0,0.0,0.0,0.0
2.1209,1.0,1.0,0.0,0.0,0.0
2.1216,1.0,1.0,0.0,0.0,0.0
2.1223,1.0,1.0,0.0,0.0,0.0
2.123,1.0,1.0,0.0,0.0,0.0
2.1237,1.0,1.0,0.0,0.0,0.0
2.1244,1.0,1.0,0.0,0.0,0.0
2.1250999999999998,1.0,1.0,0.0,0.0,0.0
2.1258,1.0,1.0,0.0,0.0,0.0
2.1265,1.0,1.0,0.0,0.0,0.0
2.1272,1.0,1.0,0.0,0.0,0.0
2.1279,1.0,1.0,0.0,0.0,0.0
2.1286,1.0,1.0,0.0,0.0,0.0
2.1292999999999997,1.0,1.0,0.0,0.0,0.0
2.13,1.0,1.0,0.0,0.0,0.0
2.1307,1.0,1.0,0.0,0.0,0.0
2.1314,1.0,1.0,0.0,0.0,0.0
2.1321,1.0,1.0,0.0,0.0,0.0
2.1328,1.0,1.0,0.0,0.0,0.0
2.1334999999999997,1.0,1.0,0.0,0.0,0.0
2.1342,1.0,1.0,0.0,0.0,0.0
2.1349,1.0,1.0,0.0,0.0,0.0
2.1356,1.0,1.0,0.0,0.0,0.0
2.1363,1.0,1.0,0.0,0.0,0.0
2.137,1.0,1.0,0.0,0.0,0.0
2.1377,1.0,1.0,0.0,0.0,0.0
2.1384,1.0,1.0,0.0,0.0,0.0
2.1391,1.0,1.0,0.0,0.0,0.0
2.1398,1.0,1.0,0.0,0.0,0.0
2.1405,1.0,1.0,0.0,0.0,0.0
2.1412,1.0,1.0,0.0,0.0,0.0
2.1419,1.0,1.0,0.0,0.0,0.0
2.1426,1.0,1.0,0.0,0.0,0.0
2.1433,1.0,1.0,0.0,0.0,0.0
2.144,1.0,1.0,0.0,0.0,0.0
2.1447,1.0,1.0,0.0,0.0,0.0
2.1454,1.0,1.0,0.0,0.0,0.0
2.1461,1.0,1.0,0.0,0.0,0.0
2.1468,1.0,1.0,0.0,0.0,0.0
2.1475,1.0,1.0,0.0,0.0,0.0
2.1482,1.0,1.0,0.0,0.0,0.0
2.1489000000000003,1.0,1.0,0.0,0.0,0.0
2.1496,1.0,1.0,0.0,0.0,0.0
2.1503,1.0,1.0,0.0,0.0,0.0
2.151,1.0,1.0,0.0,0.0,0.0
2.1517,1.0,1.0,0.0,0.0,0.0
2.1524,1.0,1.0,0.0,0.0,0.0
2.1531000000000002,1.0,1.0,0.0,0.0,0.0
2.1538,1.0,1.0,0.0,0.0,0.0
2.1545,1.0,1.0,0.0,0.0,0.0
2.1552,1.0,1.0,0.0,0.0,0.0
2.1559,1.0,1.0,0.0,0.0,0.0
2.1566,1.0,1.0,0.0,0.0,0.0
2.1573,1.0,1.0,0.0,0.0,0.0
2.158,1.0,1.0,0.0,0.0,0.0
2.1587,1.0,1.0,0.0,0.0,0.0
2.1593999999999998,1.0,1.0,0.0,0.0,0.0
2.1601,1.0,1.0,0.0,0.0,0.0
2.1608,1.0,1.0,0.0,0.0,0.0
2.1615,1.0,1.0,0.0,0.0,0.0
2.1622,1.0,1.0,0.0,0.0,0.0
2.1629,1.0,1.0,0.0,0.0,0.0
2.1635999999999997,1.0,1.0,0.0,0.0,0.0
2.1643,1.0,1.0,0.0,0.0,0.0
2.165,1.0,1.0,0.0,0.0,0.0
2.1657,1.0,1.0,0.0,0.0,0.0
2.1664,1.0,1.0,0.0,0.0,0.0
2.1671,1.0,1.0,0.0,0.0,0.0
2.1677999999999997,1.0,1.0,0.0,0.0,0.0
2.1685,1.0,1.0,0.0,0.0,0.0
2.1692,1.0,1.0,0.0,0.0,0.0
2.1699,1.0,1.0,0.0,0.0,0.0
2.1706,1.0,1.0,0.0,0.0,0.0
2.1713,1.0,1.0,0.0,0.0,0.0
2.172,1.0,1.0,0.0,0.0,0.0
2.1727,1.0,1.0,0.0,0.0,0.0
2.1734,1.0,1.0,0.0,0.0,0.0
2.1741,1.0,1.0,0.0,0.0,0.0
2.1748,1.0,1.0,0.0,0.0,0.0
2.1755,1.0,1.0,0.0,0.0,0.0
2.1762,1.0,1.0,0.0,0.0,0.0
2.1769,1.0,1.0,0.0,0.0,0.0
2.1776,1.0,1.0,0.0,0.0,0.0
2.1783,1.0,1.0,0.0,0.0,0.0
2.1790000000000003,1.0,1.0,0.0,0.0,0.0
2.1797,1.0,1.0,0.0,0.0,0.0
2.1804,1.0,1.0,0.0,0.0,0.0
2.1811,1.0,1.0,0.0,0.0,0.0
2.1818,1.0,1.0,0.0,0.0,0.0
2.1825,1.0,1.0,0.0,0.0,0.0
2.1832000000000003,1.0,1.0,0.0,0.0,0.0
2.1839,1.0,1.0,0.0,0.0,0.0
2.1846,1.0,1.0,0.0,0.0,0.0
2.1853,1.0,1.0,0.0,0.0,0.0
2.186,1.0,1.0,0.0,0.0,0.0
2.1867,1.0,1.0,0.0,0.0,0.0
2.1874000000000002,1.0,1.0,0.0,0.0,0.0
2.1881,1.0,1.0,0.0,0.0,0.0
2.1888,1.0,1.0,0.0,0.0,0.0
2.1895,1.0,1.0,0.0,0.0,0.0
2.1902,1.0,1.0,0.0,0.0,0.0
2.1909,1.0,1.0,0.0,0.0,0.0
2.1916,1.0,1.0,0.0,0.0,0.0
2.1923,1.0,1.0,0.0,0.0,0.0
2.193,1.0,1.0,0.0,0.0,0.0
2.1936999999999998,1.0,1.0,0.0,0.0,0.0
2.1944,1.0,1.0,0.0,0.0,0.0
2.1951,1.0,1.0,0.0,0.0,0.0
2.1958,1.0,1.0,0.0,0.0,0.0
2.1965,1.0,1.0,0.0,0.0,0.0
2.1972,1.0,1.0,0.0,0.0,0.0
2.1978999999999997,1.0,1.0,0.0,0.0,0.0
2.1986,1.0,1.0,0.0,0.0,0.0
2.1993,1.0,1.0,0.0,0.0,0.0
2.2,1.0,1.0,0.0,0.0,0.0
2.2007,1.0,1.0,0.0,0.0,0.0
2.2014,1.0,1.0,0.0,0.0,0.0
2.2020999999999997,1.0,1.0,0.0,0.0,0.0
2.2028,1.0,1.0,0.0,0.0,0.0
2.2035,1.0,1.0,0.0,0.0,0.0
2.2042,1.0,1.0,0.0,0.0,0.0
2.2049,1.0,1.0,0.0,0.0,0.0
2.2056,1.0,1.0,0.0,0.0,0.0
2.2063,1.0,1.0,0.0,0.0,0.0
2.207,1.0,1.0,0.0,0.0,0.0
2.2077,1.0,1.0,0.0,0.0,0.0
2.2084,1.0,1.0,0.0,0.0,0.0
2.2091,1.0,1.0,0.0,0.0,0.0
2.2098,1.0,1.0,0.0,0.0,0.0
2.2105,1.0,1.0,0.0,0.0,0.0
2.2112,1.0,1.0,0.0,0.0,0.0
2.2119,1.0,1.0,0.0,0.0,0.0
2.2126,1.0,1.0,0.0,0.0,0.0
2.2133000000000003,1.0,1.0,0.0,0.0,0.0
2.214,1.0,1.0,0.0,0.0,0.0
2.2147,1.0,1.0,0.0,0.0,0.0
2.2154,1.0,1.0,0.0,0.0,0.0
2.2161,1.0,1.0,0.0,0.0,0.0
2.2168,1.0,1.0,0.0,0.0,0.0
2.2175000000000002,1.0,1.0,0.0,0.0,0.0
2.2182,1.0,1.0,0.0,0.0,0.0
2.2189,1.0,1.0,0.0,0.0,0.0
2.2196,1.0,1.0,0.0,0.0,0.0
2.2203,1.0,1.0,0.0,0.0,0.0
2.221,1.0,1.0,0.0,0.0,0.0
2.2217000000000002,1.0,1.0,0.0,0.0,0.0
2.2224,1.0,1.0,0.0,0.0,0.0
2.2231,1.0,1.0,0.0,0.0,0.0
2.2237999999999998,1.0,1.0,0.0,0.0,0.0
2.2245,1.0,1.0,0.0,0.0,0.0
2.2252,1.0,1.0,0.0,0.0,0.0
2.2259,1.0,1.0,0.0,0.0,0.0
2.2266,1.0,1.0,0.0,0.0,0.0
2.2273,1.0,1.0,0.0,0.0,0.0
2.2279999999999998,1.0,1.0,0.0,0.0,0.0
2.2287,1.0,1.0,0.0,0.0,0.0
2.2294,1.0,1.0,0.0,0.0,0.0
2.2301,1.0,1.0,0.0,0.0,0.0
2.2308,1.0,1.0,0.0,0.0,0.0
2.2315,1.0,1.0,0.0,0.0,0.0
2.2321999999999997,1.0,1.0,0.0,0.0,0.0
2.2329,1.0,1.0,0.0,0.0,0.0
2.2336,1.0,1.0,0.0,0.0,0.0
2.2343,1.0,1.0,0.0,0.0,0.0
2.235,1.0,1.0,0.0,0.0,0.0
2.2357,1.0,1.0,0.0,0.0,0.0
2.2363999999999997,1.0,1.0,0.0,0.0,0.0
2.2371,1.0,1.0,0.0,0.0,0.0
2.2378,1.0,1.0,0.0,0.0,0.0
2.2385,1.0,1.0,0.0,0.0,0.0
2.2392,1.0,1.0,0.0,0.0,0.0
2.2399,1.0,1.0,0.0,0.0,0.0
2.2406,1.0,1.0,0.0,0.0,0.0
2.2413,1.0,1.0,0.0,0.0,0.0
2.242,1.0,1.0,0.0,0.0,0.0
2.2427,1.0,1.0,0.0,0.0,0.0
2.2434,1.0,1.0,0.0,0.0,0.0
2.2441,1.0,1.0,0.0,0.0,0.0
2.2448,1.0,1.0,0.0,0.0,0.0
2.2455,1.0,1.0,0.0,0.0,0.0
2.2462,1.0,1.0,0.0,0.0,0.0
2.2469,1.0,1.0,0.0,0.0,0.0
2.2476000000000003,1.0,1.0,0.0,0.0,0.0
2.2483,1.0,1.0,0.0,0.0,0.0
2.249,1.0,1.0,0.0,0.0,0.0
2.2497,1.0,1.0,0.0,0.0,0.0
2.2504,1.0,1.0,0.0,0.0,0.0
2.2511,1.0,1.0,0.0,0.0,0.0
2.2518000000000002,1.0,1.0,0.0,0.0,0.0
2.2525,1.0,1.0,0.0,0.0,0.0
2.2532,1.0,1.0,0.0,0.0,0.0
2.2539,1.0,1.0,0.0,0.0,0.0
2.2546,1.0,1.0,0.0,0.0,0.0
2.2553,1.0,1.0,0.0,0.0,0.0
2.2560000000000002,1.0,1.0,0.0,0.0,0.0
2.2567,1.0,1.0,0.0,0.0,0.0
2.2574,1.0,1.0,0.0,0.0,0.0
2.2580999999999998,1.0,1.0,0.0,0.0,0.0
2.2588,1.0,1.0,0.0,0.0,0.0
2.2595,1.0,1.0,0.0,0.0,0.0
2.2602,1.0,1.0,0.0,0.0,0.0
2.2609,1.0,1.0,0.0,0.0,0.0
2.2616,1.0,1.0,0.0,0.0,0.0
2.2622999999999998,1.0,1.0,0.0,0.0,0.0
2.263,1.0,1.0,0.0,0.0,0.0
2.2637,1.0,1.0,0.0,0.0,0.0
2.2644,1.0,1.0,0.0,0.0,0.0
2.2651,1.0,1.0,0.0,0.0,0.0
2.2658,1.0,1.0,0.0,0.0,0.0
2.2664999999999997,1.0,1.0,0.0,0.0,0.0
