r_over_rs,D_GR,D_SSZ,delta,z_GR,z_SSZ
2.2672,1.0,1.0,0.0,0.0,0.0
2.2679,1.0,1.0,0.0,0.0,0.0
2.2686,1.0,1.0,0.0,0.0,0.0
2.2693,1.0,1.0,0.0,0.0,0.0
2.27,1.0,1.0,0.0,0.0,0.0
2.2706999999999997,1.0,1.0,0.0,0.0,0.0
2.2714,1.0,1.0,0.0,0.0,0.0
2.2721,1.0,1.0,0.0,0.0,0.0
2.2728,1.0,1.0,0.0,0.0,0.0
2.2735,1.0,1.0,0.0,0.0,0.0
2.2742,1.0,1.0,0.0,0.0,0.0
2.2749,1.0,1.0,0.0,0.0,0.0
2.2756,1.0,1.0,0.0,0.0,0.0
2.2763,1.0,1.0,0.0,0.0,0.0
2.277,1.0,1.0,0.0,0.0,0.0
2.2777,1.0,1.0,0.0,0.0,0.0
2.2784,1.0,1.0,0.0,0.0,0.0
2.2791,1.0,1.0,0.0,0.0,0.0
2.2798,1.0,1.0,0.0,0.0,0.0
2.2805,1.0,1.0,0.0,0.0,0.0
2.2812,1.0,1.0,0.0,0.0,0.0
2.2819000000000003,1.0,1.0,0.0,0.0,0.0
2.2826,1.0,1.0,0.0,0.0,0.0
2.2833,1.0,1.0,0.0,0.0,0.0
2.284,1.0,1.0,0.0,0.0,0.0
2.2847,1.0,1.0,0.0,0.0,0.0
2.2854,1.0,1.0,0.0,0.0,0.0
2.2861000000000002,1.0,1.0,0.0,0.0,0.0
2.2868,1.0,1.0,0.0,0.0,0.0
2.2875,1.0,1.0,0.0,0.0,0.0
2.2882,1.0,1.0,0.0,0.0,0.0
2.2889,1.0,1.0,0.0,0.0,0.0
2.2896,1.0,1.0,0.0,0.0,0.0
2.2903000000000002,1.0,1.0,0.0,0.0,0.0
2.291,1.0,1.0,0.0,0.0,0.0
2.2917,1.0,1.0,0.0,0.0,0.0
2.2923999999999998,1.0,1.0,0.0,0.0,0.0
2.2931,1.0,1.0,0.0,0.0,0.0
2.2938,1.0,1.0,0.0,0.0,0.0
2.2945,1.0,1.0,0.0,0.0,0.0
2.2952,1.0,1.0,0.0,0.0,0.0
2.2959,1.0,1.0,0.0,0.0,0.0
2.2965999999999998,1.0,1.0,0.0,0.0,0.0
2.2973,1.0,1.0,0.0,0.0,0.0
2.298,1.0,1.0,0.0,0.0,0.0
2.2987,1.0,1.0,0.0,0.0,0.0
2.2994,1.0,1.0,0.0,0.0,0.0
2.3001,1.0,1.0,0.0,0.0,0.0
2.3007999999999997,1.0,1.0,0.0,0.0,0.0
2.3015,1.0,1.0,0.0,0.0,0.0
2.3022,1.0,1.0,0.0,0.0,0.0
2.3029,1.0,1.0,0.0,0.0,0.0
2.3036,1.0,1.0,0.0,0.0,0.0
2.3043,1.0,1.0,0.0,0.0,0.0
2.3049999999999997,1.0,1.0,0.0,0.0,0.0
2.3057,1.0,1.0,0.0,0.0,0.0
2.3064,1.0,1.0,0.0,0.0,0.0
2.3071,1.0,1.0,0.0,0.0,0.0
2.3078,1.0,1.0,0.0,0.0,0.0
2.3085,1.0,1.0,0.0,0.0,0.0
2.3092,1.0,1.0,0.0,0.0,0.0
2.3099,1.0,1.0,0.0,0.0,0.0
2.3106,1.0,1.0,0.0,0.0,0.0
2.3113,1.0,1.0,0.0,0.0,0.0
2.312,1.0,1.0,0.0,0.0,0.0
2.3127,1.0,1.0,0.0,0.0,0.0
2.3134,1.0,1.0,0.0,0.0,0.0
2.3141,1.0,1.0,0.0,0.0,0.0
2.3148,1.0,1.0,0.0,0.0,0.0
2.3155,1.0,1.0,0.0,0.0,0.0
2.3162000000000003,1.0,1.0,0.0,0.0,0.0
2.3169,1.0,1.0,0.0,0.0,0.0
2.3176,1.0,1.0,0.0,0.0,0.0
2.3183,1.0,1.0,0.0,0.0,0.0
2.319,1.0,1.0,0.0,0.0,0.0
2.3197,1.0,1.0,0.0,0.0,0.0
2.3204000000000002,1.0,1.0,0.0,0.0,0.0
2.3211,1.0,1.0,0.0,0.0,0.0
2.3218,1.0,1.0,0.0,0.0,0.0
2.3225,1.0,1.0,0.0,0.0,0.0
2.3232,1.0,1.0,0.0,0.0,0.0
2.3239,1.0,1.0,0.0,0.0,0.0
2.3246,1.0,1.0,0.0,0.0,0.0
2.3253,1.0,1.0,0.0,0.0,0.0
2.326,1.0,1.0,0.0,0.0,0.0
2.3266999999999998,1.0,1.0,0.0,0.0,0.0
2.3274,1.0,1.0,0.0,0.0,0.0
2.3281,1.0,1.0,0.0,0.0,0.0
2.3288,1.0,1.0,0.0,0.0,0.0
2.3295,1.0,1.0,0.0,0.0,0.0
2.3302,1.0,1.0,0.0,0.0,0.0
2.3308999999999997,1.0,1.0,0.0,0.0,0.0
2.3316,1.0,1.0,0.0,0.0,0.0
2.3323,1.0,1.0,0.0,0.0,0.0
2.333,1.0,1.0,0.0,0.0,0.0
2.3337,1.0,1.0,0.0,0.0,0.0
2.3344,1.0,1.0,0.0,0.0,0.0
2.3350999999999997,1.0,1.0,0.0,0.0,0.0
2.3358,1.0,1.0,0.0,0.0,0.0
2.3365,1.0,1.0,0.0,0.0,0.0
2.3372,1.0,1.0,0.0,0.0,0.0
2.3379,1.0,1.0,0.0,0.0,0.0
2.3386,1.0,1.0,0.0,0.0,0.0
2.3393,1.0,1.0,0.0,0.0,0.0
2.34,1.0,1.0,0.0,0.0,0.0
2.3407,1.0,1.0,0.0,0.0,0.0
2.3414,1.0,1.0,0.0,0.0,0.0
2.3421,1.0,1.0,0.0,0.0,0.0
2.3428,1.0,1.0,0.0,0.0,0.0
2.3435,1.0,1.0,0.0,0.0,0.0
2.3442,1.0,1.0,0.0,0.0,0.0
2.3449,1.0,1.0,0.0,0.0,0.0
2.3456,1.0,1.0,0.0,0.0,0.0
2.3463,1.0,1.0,0.0,0.0,0.0
2.347,1.0,1.0,0.0,0.0,0.0
2.3477,1.0,1.0,0.0,0.0,0.0
2.3484,1.0,1.0,0.0,0.0,0.0
2.3491,1.0,1.0,0.0,0.0,0.0
2.3498,1.0,1.0,0.0,0.0,0.0
2.3505000000000003,1.0,1.0,0.0,0.0,0.0
2.3512,1.0,1.0,0.0,0.0,0.0
2.3519,1.0,1.0,0.0,0.0,0.0
2.3526,1.0,1.0,0.0,0.0,0.0
2.3533,1.0,1.0,0.0,0.0,0.0
2.354,1.0,1.0,0.0,0.0,0.0
2.3547000000000002,1.0,1.0,0.0,0.0,0.0
2.3554,1.0,1.0,0.0,0.0,0.0
2.3561,1.0,1.0,0.0,0.0,0.0
2.3568,1.0,1.0,0.0,0.0,0.0
2.3575,1.0,1.0,0.0,0.0,0.0
2.3582,1.0,1.0,0.0,0.0,0.0
2.3589,1.0,1.0,0.0,0.0,0.0
2.3596,1.0,1.0,0.0,0.0,0.0
2.3603,1.0,1.0,0.0,0.0,0.0
2.3609999999999998,1.0,1.0,0.0,0.0,0.0
2.3617,1.0,1.0,0.0,0.0,0.0
2.3624,1.0,1.0,0.0,0.0,0.0
2.3631,1.0,1.0,0.0,0.0,0.0
2.3638,1.0,1.0,0.0,0.0,0.0
2.3645,1.0,1.0,0.0,0.0,0.0
2.3651999999999997,1.0,1.0,0.0,0.0,0.0
2.3659,1.0,1.0,0.0,0.0,0.0
2.3666,1.0,1.0,0.0,0.0,0.0
2.3673,1.0,1.0,0.0,0.0,0.0
2.368,1.0,1.0,0.0,0.0,0.0
2.3687,1.0,1.0,0.0,0.0,0.0
2.3693999999999997,1.0,1.0,0.0,0.0,0.0
2.3701,1.0,1.0,0.0,0.0,0.0
2.3708,1.0,1.0,0.0,0.0,0.0
2.3715,1.0,1.0,0.0,0.0,0.0
2.3722,1.0,1.0,0.0,0.0,0.0
2.3729,1.0,1.0,0.0,0.0,0.0
2.3736,1.0,1.0,0.0,0.0,0.0
2.3743,1.0,1.0,0.0,0.0,0.0
2.375,1.0,1.0,0.0,0.0,0.0
2.3757,1.0,1.0,0.0,0.0,0.0
2.3764,1.0,1.0,0.0,0.0,0.0
2.3771,1.0,1.0,0.0,0.0,0.0
2.3778,1.0,1.0,0.0,0.0,0.0
2.3785,1.0,1.0,0.0,0.0,0.0
2.3792,1.0,1.0,0.0,0.0,0.0
2.3799,1.0,1.0,0.0,0.0,0.0
2.3806,1.0,1.0,0.0,0.0,0.0
2.3813,1.0,1.0,0.0,0.0,0.0
2.382,1.0,1.0,0.0,0.0,0.0
2.3827,1.0,1.0,0.0,0.0,0.0
2.3834,1.0,1.0,0.0,0.0,0.0
2.3841,1.0,1.0,0.0,0.0,0.0
2.3848000000000003,1.0,1.0,0.0,0.0,0.0
2.3855,1.0,1.0,0.0,0.0,0.0
2.3862,1.0,1.0,0.0,0.0,0.0
2.3869,1.0,1.0,0.0,0.0,0.0
2.3876,1.0,1.0,0.0,0.0,0.0
2.3883,1.0,1.0,0.0,0.0,0.0
2.3890000000000002,1.0,1.0,0.0,0.0,0.0
2.3897,1.0,1.0,0.0,0.0,0.0
2.3904,1.0,1.0,0.0,0.0,0.0
2.3911,1.0,1.0,0.0,0.0,0.0
2.3918,1.0,1.0,0.0,0.0,0.0
2.3925,1.0,1.0,0.0,0.0,0.0
2.3932,1.0,1.0,0.0,0.0,0.0
2.3939,1.0,1.0,0.0,0.0,0.0
2.3946,1.0,1.0,0.0,0.0,0.0
2.3952999999999998,1.0,1.0,0.0,0.0,0.0
2.396,1.0,1.0,0.0,0.0,0.0
2.3967,1.0,1.0,0.0,0.0,0.0
2.3974,1.0,1.0,0.0,0.0,0.0
2.3981,1.0,1.0,0.0,0.0,0.0
2.3988,1.0,1.0,0.0,0.0,0.0
2.3994999999999997,1.0,1.0,0.0,0.0,0.0
2.4002,1.0,1.0,0.0,0.0,0.0
2.4009,1.0,1.0,0.0,0.0,0.0
2.4016,1.0,1.0,0.0,0.0,0.0
2.4023,1.0,1.0,0.0,0.0,0.0
2.403,1.0,1.0,0.0,0.0,0.0
2.4036999999999997,1.0,1.0,0.0,0.0,0.0
2.4044,1.0,1.0,0.0,0.0,0.0
2.4051,1.0,1.0,0.0,0.0,0.0
2.4058,1.0,1.0,0.0,0.0,0.0
2.4065,1.0,1.0,0.0,0.0,0.0
2.4072,1.0,1.0,0.0,0.0,0.0
2.4079,1.0,1.0,0.0,0.0,0.0
2.4086,1.0,1.0,0.0,0.0,0.0
2.4093,1.0,1.0,0.0,0.0,0.0
2.41,1.0,1.0,0.0,0.0,0.0
2.4107,1.0,1.0,0.0,0.0,0.0
2.4114,1.0,1.0,0.0,0.0,0.0
2.4121,1.0,1.0,0.0,0.0,0.0
2.4128,1.0,1.0,0.0,0.0,0.0
2.4135,1.0,1.0,0.0,0.0,0.0
2.4142,1.0,1.0,0.0,0.0,0.0
2.4149,1.0,1.0,0.0,0.0,0.0
2.4156,1.0,1.0,0.0,0.0,0.0
2.4163,1.0,1.0,0.0,0.0,0.0
2.417,1.0,1.0,0.0,0.0,0.0
2.4177,1.0,1.0,0.0,0.0,0.0
2.4184,1.0,1.0,0.0,0.0,0.0
2.4191000000000003,1.0,1.0,0.0,0.0,0.0
2.4198,1.0,1.0,0.0,0.0,0.0
2.4205,1.0,1.0,0.0,0.0,0.0
2.4212,1.0,1.0,0.0,0.0,0.0
2.4219,1.0,1.0,0.0,0.0,0.0
2.4226,1.0,1.0,0.0,0.0,0.0
2.4233000000000002,1.0,1.0,0.0,0.0,0.0
2.424,1.0,1.0,0.0,0.0,0.0
2.4247,1.0,1.0,0.0,0.0,0.0
2.4254,1.0,1.0,0.0,0.0,0.0
2.4261,1.0,1.0,0.0,0.0,0.0
2.4268,1.0,1.0,0.0,0.0,0.0
2.4275,1.0,1.0,0.0,0.0,0.0
2.4282,1.0,1.0,0.0,0.0,0.0
2.4289,1.0,1.0,0.0,0.0,0.0
2.4295999999999998,1.0,1.0,0.0,0.0,0.0
2.4303,1.0,1.0,0.0,0.0,0.0
2.431,1.0,1.0,0.0,0.0,0.0
2.4317,1.0,1.0,0.0,0.0,0.0
2.4324,1.0,1.0,0.0,0.0,0.0
2.4331,1.0,1.0,0.0,0.0,0.0
2.4337999999999997,1.0,1.0,0.0,0.0,0.0
2.4345,1.0,1.0,0.0,0.0,0.0
2.4352,1.0,1.0,0.0,0.0,0.0
2.4359,1.0,1.0,0.0,0.0,0.0
2.4366,1.0,1.0,0.0,0.0,0.0
2.4373,1.0,1.0,0.0,0.0,0.0
2.4379999999999997,1.0,1.0,0.0,0.0,0.0
2.4387,1.0,1.0,0.0,0.0,0.0
2.4394,1.0,1.0,0.0,0.0,0.0
2.4401,1.0,1.0,0.0,0.0,0.0
2.4408,1.0,1.0,0.0,0.0,0.0
2.4415,1.0,1.0,0.0,0.0,0.0
2.4422,1.0,1.0,0.0,0.0,0.0
2.4429,1.0,1.0,0.0,0.0,0.0
2.4436,1.0,1.0,0.0,0.0,0.0
2.4443,1.0,1.0,0.0,0.0,0.0
2.445,1.0,1.0,0.0,0.0,0.0
2.4457,1.0,1.0,0.0,0.0,0.0
2.4464,1.0,1.0,0.0,0.0,0.0
2.4471,1.0,1.0,0.0,0.0,0.0
2.4478,1.0,1.0,0.0,0.0,0.0
2.4485,1.0,1.0,0.0,0.0,0.0
2.4492000000000003,1.0,1.0,0.0,0.0,0.0
2.4499,1.0,1.0,0.0,0.0,0.0
2.4506,1.0,1.0,0.0,0.0,0.0
2.4513,1.0,1.0,0.0,0.0,0.0
2.452,1.0,1.0,0.0,0.0,0.0
2.4527,1.0,1.0,0.0,0.0,0.0
2.4534000000000002,1.0,1.0,0.0,0.0,0.0
2.4541,1.0,1.0,0.0,0.0,0.0
2.4548,1.0,1.0,0.0,0.0,0.0
2.4555,1.0,1.0,0.0,0.0,0.0
2.4562,1.0,1.0,0.0,0.0,0.0
2.4569,1.0,1.0,0.0,0.0,0.0
2.4576000000000002,1.0,1.0,0.0,0.0,0.0
2.4583,1.0,1.0,0.0,0.0,0.0
2.459,1.0,1.0,0.0,0.0,0.0
2.4596999999999998,1.0,1.0,0.0,0.0,0.0
2.4604,1.0,1.0,0.0,0.0,0.0
2.4611,1.0,1.0,0.0,0.0,0.0
2.4618,1.0,1.0,0.0,0.0,0.0
2.4625,1.0,1.0,0.0,0.0,0.0
2.4632,1.0,1.0,0.0,0.0,0.0
2.4638999999999998,1.0,1.0,0.0,0.0,0.0
2.4646,1.0,1.0,0.0,0.0,0.0
2.4653,1.0,1.0,0.0,0.0,0.0
2.466,1.0,1.0,0.0,0.0,0.0
2.4667,1.0,1.0,0.0,0.0,0.0
2.4674,1.0,1.0,0.0,0.0,0.0
2.4680999999999997,1.0,1.0,0.0,0.0,0.0
2.4688,1.0,1.0,0.0,0.0,0.0
2.4695,1.0,1.0,0.0,0.0,0.0
2.4702,1.0,1.0,0.0,0.0,0.0
2.4709,1.0,1.0,0.0,0.0,0.0
2.4716,1.0,1.0,0.0,0.0,0.0
2.4722999999999997,1.0,1.0,0.0,0.0,0.0
2.473,1.0,1.0,0.0,0.0,0.0
2.4737,1.0,1.0,0.0,0.0,0.0
2.4744,1.0,1.0,0.0,0.0,0.0
2.4751,1.0,1.0,0.0,0.0,0.0
2.4758,1.0,1.0,0.0,0.0,0.0
2.4765,1.0,1.0,0.0,0.0,0.0
2.4772,1.0,1.0,0.0,0.0,0.0
2.4779,1.0,1.0,0.0,0.0,0.0
2.4786,1.0,1.0,0.0,0.0,0.0
2.4793,1.0,1.0,0.0,0.0,0.0
2.48,1.0,1.0,0.0,0.0,0.0
2.4807,1.0,1.0,0.0,0.0,0.0
2.4814,1.0,1.0,0.0,0.0,0.0
2.4821,1.0,1.0,0.0,0.0,0.0
2.4828,1.0,1.0,0.0,0.0,0.0
2.4835000000000003,1.0,1.0,0.0,0.0,0.0
2.4842,1.0,1.0,0.0,0.0,0.0
2.4849,1.0,1.0,0.0,0.0,0.0
2.4856,1.0,1.0,0.0,0.0,0.0
2.4863,1.0,1.0,0.0,0.0,0.0
2.487,1.0,1.0,0.0,0.0,0.0
2.4877000000000002,1.0,1.0,0.0,0.0,0.0
2.4884,1.0,1.0,0.0,0.0,0.0
2.4891,1.0,1.0,0.0,0.0,0.0
2.4898,1.0,1.0,0.0,0.0,0.0
2.4905,1.0,1.0,0.0,0.0,0.0
2.4912,1.0,1.0,0.0,0.0,0.0
2.4919000000000002,1.0,1.0,0.0,0.0,0.0
2.4926,1.0,1.0,0.0,0.0,0.0
2.4933,1.0,1.0,0.0,0.0,0.0
2.4939999999999998,1.0,1.0,0.0,0.0,0.0
2.4947,1.0,1.0,0.0,0.0,0.0
2.4954,1.0,1.0,0.0,0.0,0.0
2.4961,1.0,1.0,0.0,0.0,0.0
2.4968,1.0,1.0,0.0,0.0,0.0
2.4975,1.0,1.0,0.0,0.0,0.0
2.4981999999999998,1.0,1.0,0.0,0.0,0.0
2.4989,1.0,1.0,0.0,0.0,0.0
2.4996,1.0,1.0,0.0,0.0,0.0
2.5003,1.0,1.0,0.0,0.0,0.0
2.501,1.0,1.0,0.0,0.0,0.0
2.5017,1.0,1.0,0.0,0.0,0.0
2.5023999999999997,1.0,1.0,0.0,0.0,0.0
2.5031,1.0,1.0,0.0,0.0,0.0
2.5038,1.0,1.0,0.0,0.0,0.0
2.5045,1.0,1.0,0.0,0.0,0.0
2.5052000000000003,1.0,1.0,0.0,0.0,0.0
2.5059,1.0,1.0,0.0,0.0,0.0
2.5065999999999997,1.0,1.0,0.0,0.0,0.0
2.5073,1.0,1.0,0.0,0.0,0.0
2.508,1.0,1.0,0.0,0.0,0.0
2.5087,1.0,1.0,0.0,0.0,0.0
2.5094000000000003,1.0,1.0,0.0,0.0,0.0
2.5101,1.0,1.0,0.0,0.0,0.0
2.5107999999999997,1.0,1.0,0.0,0.0,0.0
2.5115,1.0,1.0,0.0,0.0,0.0
2.5122,1.0,1.0,0.0,0.0,0.0
2.5129,1.0,1.0,0.0,0.0,0.0
2.5136000000000003,1.0,1.0,0.0,0.0,0.0
2.5143,1.0,1.0,0.0,0.0,0.0
2.5149999999999997,1.0,1.0,0.0,0.0,0.0
2.5157,1.0,1.0,0.0,0.0,0.0
2.5164,1.0,1.0,0.0,0.0,0.0
2.5171,1.0,1.0,0.0,0.0,0.0
2.5178000000000003,1.0,1.0,0.0,0.0,0.0
2.5185,1.0,1.0,0.0,0.0,0.0
2.5191999999999997,1.0,1.0,0.0,0.0,0.0
2.5199,1.0,1.0,0.0,0.0,0.0
2.5206,1.0,1.0,0.0,0.0,0.0
2.5213,1.0,1.0,0.0,0.0,0.0
2.5220000000000002,1.0,1.0,0.0,0.0,0.0
2.5227,1.0,1.0,0.0,0.0,0.0
2.5234,1.0,1.0,0.0,0.0,0.0
2.5241,1.0,1.0,0.0,0.0,0.0
2.5248,1.0,1.0,0.0,0.0,0.0
2.5255,1.0,1.0,0.0,0.0,0.0
2.5262000000000002,1.0,1.0,0.0,0.0,0.0
2.5269,1.0,1.0,0.0,0.0,0.0
2.5276,1.0,1.0,0.0,0.0,0.0
2.5282999999999998,1.0,1.0,0.0,0.0,0.0
2.529,1.0,1.0,0.0,0.0,0.0
2.5297,1.0,1.0,0.0,0.0,0.0
2.5304,1.0,1.0,0.0,0.0,0.0
2.5311,1.0,1.0,0.0,0.0,0.0
2.5318,1.0,1.0,0.0,0.0,0.0
2.5324999999999998,1.0,1.0,0.0,0.0,0.0
2.5332,1.0,1.0,0.0,0.0,0.0
2.5339,1.0,1.0,0.0,0.0,0.0
2.5346,1.0,1.0,0.0,0.0,0.0
2.5353,1.0,1.0,0.0,0.0,0.0
2.536,1.0,1.0,0.0,0.0,0.0
2.5366999999999997,1.0,1.0,0.0,0.0,0.0
2.5374,1.0,1.0,0.0,0.0,0.0
2.5381,1.0,1.0,0.0,0.0,0.0
2.5388,1.0,1.0,0.0,0.0,0.0
2.5395000000000003,1.0,1.0,0.0,0.0,0.0
2.5402,1.0,1.0,0.0,0.0,0.0
2.5408999999999997,1.0,1.0,0.0,0.0,0.0
2.5416,1.0,1.0,0.0,0.0,0.0
2.5423,1.0,1.0,0.0,0.0,0.0
2.543,1.0,1.0,0.0,0.0,0.0
2.5437000000000003,1.0,1.0,0.0,0.0,0.0
2.5444,1.0,1.0,0.0,0.0,0.0
2.5450999999999997,1.0,1.0,0.0,0.0,0.0
2.5458,1.0,1.0,0.0,0.0,0.0
2.5465,1.0,1.0,0.0,0.0,0.0
2.5472,1.0,1.0,0.0,0.0,0.0
2.5479000000000003,1.0,1.0,0.0,0.0,0.0
2.5486,1.0,1.0,0.0,0.0,0.0
2.5492999999999997,1.0,1.0,0.0,0.0,0.0
2.55,1.0,1.0,0.0,0.0,0.0
2.5507,1.0,1.0,0.0,0.0,0.0
2.5514,1.0,1.0,0.0,0.0,0.0
2.5521000000000003,1.0,1.0,0.0,0.0,0.0
2.5528,1.0,1.0,0.0,0.0,0.0
2.5534999999999997,1.0,1.0,0.0,0.0,0.0
2.5542,1.0,1.0,0.0,0.0,0.0
2.5549,1.0,1.0,0.0,0.0,0.0
2.5556,1.0,1.0,0.0,0.0,0.0
2.5563000000000002,1.0,1.0,0.0,0.0,0.0
2.557,1.0,1.0,0.0,0.0,0.0
2.5577,1.0,1.0,0.0,0.0,0.0
2.5584,1.0,1.0,0.0,0.0,0.0
2.5591,1.0,1.0,0.0,0.0,0.0
2.5598,1.0,1.0,0.0,0.0,0.0
2.5605,1.0,1.0,0.0,0.0,0.0
2.5612,1.0,1.0,0.0,0.0,0.0
2.5619,1.0,1.0,0.0,0.0,0.0
2.5625999999999998,1.0,1.0,0.0,0.0,0.0
2.5633,1.0,1.0,0.0,0.0,0.0
2.564,1.0,1.0,0.0,0.0,0.0
2.5647,1.0,1.0,0.0,0.0,0.0
2.5654,1.0,1.0,0.0,0.0,0.0
2.5661,1.0,1.0,0.0,0.0,0.0
2.5667999999999997,1.0,1.0,0.0,0.0,0.0
2.5675,1.0,1.0,0.0,0.0,0.0
2.5682,1.0,1.0,0.0,0.0,0.0
2.5689,1.0,1.0,0.0,0.0,0.0
2.5696,1.0,1.0,0.0,0.0,0.0
2.5703,1.0,1.0,0.0,0.0,0.0
2.5709999999999997,1.0,1.0,0.0,0.0,0.0
2.5717,1.0,1.0,0.0,0.0,0.0
2.5724,1.0,1.0,0.0,0.0,0.0
2.5731,1.0,1.0,0.0,0.0,0.0
2.5738000000000003,1.0,1.0,0.0,0.0,0.0
2.5745,1.0,1.0,0.0,0.0,0.0
2.5751999999999997,1.0,1.0,0.0,0.0,0.0
2.5759,1.0,1.0,0.0,0.0,0.0
2.5766,1.0,1.0,0.0,0.0,0.0
2.5773,1.0,1.0,0.0,0.0,0.0
2.5780000000000003,1.0,1.0,0.0,0.0,0.0
2.5787,1.0,1.0,0.0,0.0,0.0
2.5793999999999997,1.0,1.0,0.0,0.0,0.0
2.5801,1.0,1.0,0.0,0.0,0.0
2.5808,1.0,1.0,0.0,0.0,0.0
2.5815,1.0,1.0,0.0,0.0,0.0
2.5822000000000003,1.0,1.0,0.0,0.0,0.0
2.5829,1.0,1.0,0.0,0.0,0.0
2.5835999999999997,1.0,1.0,0.0,0.0,0.0
2.5843,1.0,1.0,0.0,0.0,0.0
2.585,1.0,1.0,0.0,0.0,0.0
2.5857,1.0,1.0,0.0,0.0,0.0
2.5864000000000003,1.0,1.0,0.0,0.0,0.0
2.5871,1.0,1.0,0.0,0.0,0.0
2.5877999999999997,1.0,1.0,0.0,0.0,0.0
2.5885,1.0,1.0,0.0,0.0,0.0
2.5892,1.0,1.0,0.0,0.0,0.0
2.5899,1.0,1.0,0.0,0.0,0.0
2.5906000000000002,1.0,1.0,0.0,0.0,0.0
2.5913,1.0,1.0,0.0,0.0,0.0
2.592,1.0,1.0,0.0,0.0,0.0
2.5927,1.0,1.0,0.0,0.0,0.0
2.5934,1.0,1.0,0.0,0.0,0.0
2.5941,1.0,1.0,0.0,0.0,0.0
2.5948,1.0,1.0,0.0,0.0,0.0
2.5955,1.0,1.0,0.0,0.0,0.0
2.5962,1.0,1.0,0.0,0.0,0.0
2.5968999999999998,1.0,1.0,0.0,0.0,0.0
2.5976,1.0,1.0,0.0,0.0,0.0
2.5983,1.0,1.0,0.0,0.0,0.0
2.599,1.0,1.0,0.0,0.0,0.0
2.5997,1.0,1.0,0.0,0.0,0.0
2.6004,1.0,1.0,0.0,0.0,0.0
2.6010999999999997,1.0,1.0,0.0,0.0,0.0
2.6018,1.0,1.0,0.0,0.0,0.0
2.6025,1.0,1.0,0.0,0.0,0.0
2.6032,1.0,1.0,0.0,0.0,0.0
2.6039,1.0,1.0,0.0,0.0,0.0
2.6046,1.0,1.0,0.0,0.0,0.0
2.6052999999999997,1.0,1.0,0.0,0.0,0.0
2.606,1.0,1.0,0.0,0.0,0.0
2.6067,1.0,1.0,0.0,0.0,0.0
2.6074,1.0,1.0,0.0,0.0,0.0
2.6081000000000003,1.0,1.0,0.0,0.0,0.0
2.6088,1.0,1.0,0.0,0.0,0.0
2.6094999999999997,1.0,1.0,0.0,0.0,0.0
2.6102,1.0,1.0,0.0,0.0,0.0
2.6109,1.0,1.0,0.0,0.0,0.0
2.6116,1.0,1.0,0.0,0.0,0.0
2.6123000000000003,1.0,1.0,0.0,0.0,0.0
2.613,1.0,1.0,0.0,0.0,0.0
2.6136999999999997,1.0,1.0,0.0,0.0,0.0
2.6144,1.0,1.0,0.0,0.0,0.0
2.6151,1.0,1.0,0.0,0.0,0.0
2.6158,1.0,1.0,0.0,0.0,0.0
2.6165000000000003,1.0,1.0,0.0,0.0,0.0
2.6172,1.0,1.0,0.0,0.0,0.0
2.6178999999999997,1.0,1.0,0.0,0.0,0.0
2.6186,1.0,1.0,0.0,0.0,0.0
2.6193,1.0,1.0,0.0,0.0,0.0
2.62,1.0,1.0,0.0,0.0,0.0
2.6207000000000003,1.0,1.0,0.0,0.0,0.0
2.6214,1.0,1.0,0.0,0.0,0.0
2.6221,1.0,1.0,0.0,0.0,0.0
2.6228,1.0,1.0,0.0,0.0,0.0
2.6235,1.0,1.0,0.0,0.0,0.0
2.6242,1.0,1.0,0.0,0.0,0.0
2.6249000000000002,1.0,1.0,0.0,0.0,0.0
2.6256,1.0,1.0,0.0,0.0,0.0
2.6263,1.0,1.0,0.0,0.0,0.0
2.627,1.0,1.0,0.0,0.0,0.0
2.6277,1.0,1.0,0.0,0.0,0.0
2.6284,1.0,1.0,0.0,0.0,0.0
2.6291,1.0,1.0,0.0,0.0,0.0
2.6298,1.0,1.0,0.0,0.0,0.0
2.6305,1.0,1.0,0.0,0.0,0.0
2.6311999999999998,1.0,1.0,0.0,0.0,0.0
2.6319,1.0,1.0,0.0,0.0,0.0
2.6326,1.0,1.0,0.0,0.0,0.0
2.6333,1.0,1.0,0.0,0.0,0.0
2.634,1.0,1.0,0.0,0.0,0.0
2.6347,1.0,1.0,0.0,0.0,0.0
2.6353999999999997,1.0,1.0,0.0,0.0,0.0
2.6361,1.0,1.0,0.0,0.0,0.0
2.6368,1.0,1.0,0.0,0.0,0.0
2.6375,1.0,1.0,0.0,0.0,0.0
2.6382,1.0,1.0,0.0,0.0,0.0
2.6389,1.0,1.0,0.0,0.0,0.0
2.6395999999999997,1.0,1.0,0.0,0.0,0.0
2.6403,1.0,1.0,0.0,0.0,0.0
2.641,1.0,1.0,0.0,0.0,0.0
2.6417,1.0,1.0,0.0,0.0,0.0
2.6424000000000003,1.0,1.0,0.0,0.0,0.0
2.6431,1.0,1.0,0.0,0.0,0.0
2.6437999999999997,1.0,1.0,0.0,0.0,0.0
2.6445,1.0,1.0,0.0,0.0,0.0
2.6452,1.0,1.0,0.0,0.0,0.0
2.6459,1.0,1.0,0.0,0.0,0.0
2.6466000000000003,1.0,1.0,0.0,0.0,0.0
2.6473,1.0,1.0,0.0,0.0,0.0
2.6479999999999997,1.0,1.0,0.0,0.0,0.0
