case,category,M_solar,a_m,e,P_year,T0_year,f_true_deg,z,f_emit_Hz,f_obs_Hz,lambda_emit_nm,lambda_obs_nm,v_los_mps,v_tot_mps,z_geom_hint,N0,source,r_emit_m,n_round,data_type
NED 2010A&A...518L..53B 1.20e+12 Hz,,6500000000.0,,,,,,0.0042,1205040000000.0,1200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2014MNRAS.440..942C 1.81e+12 Hz,,6500000000.0,,,,,,0.0042,1817602000000.0,1810000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2010A&A...518L..53B 1.87e+12 Hz,,6500000000.0,,,,,,0.0042,1877854000000.0,1870000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2016ApJS..226...19F 1.90e+12 Hz,,6500000000.0,,,,,,0.0042,1907980000000.0,1900000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2016ApJS..226...19F 1.90e+12 Hz,,6500000000.0,,,,,,0.0042,1907980000000.0,1900000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2016ApJS..226...19F 1.90e+12 Hz,,6500000000.0,,,,,,0.0042,1907980000000.0,1900000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2009ApJ...707..890T 1.92e+12 Hz,,6500000000.0,,,,,,0.0042,1928064000000.0,1920000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2009ApJ...695....1T 1.92e+12 Hz,,6500000000.0,,,,,,0.0042,1928064000000.0,1920000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2007ApJ...655..781S 1.92e+12 Hz,,6500000000.0,,,,,,0.0042,1928064000000.0,1920000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2017A&A...605A..74K 2.14e+12 Hz,,6500000000.0,,,,,,0.0042,2148988000000.0,2140000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2014MNRAS.440..942C 2.93e+12 Hz,,6500000000.0,,,,,,0.0042,2942306000000.0,2930000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 1994PrivC.U..J....K 3.00e+12 Hz,,6500000000.0,,,,,,0.0042,3012600000000.0,3000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2010A&A...518L..53B 3.00e+12 Hz,,6500000000.0,,,,,,0.0042,3012600000000.0,3000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 1988AJ.....95...26G 3.00e+12 Hz,,6500000000.0,,,,,,0.0042,3012600000000.0,3000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2017A&A...605A..74K 3.33e+12 Hz,,6500000000.0,,,,,,0.0042,3343986000000.0,3330000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2009ApJ...695....1T 4.20e+12 Hz,,6500000000.0,,,,,,0.0042,4217640000000.0,4200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2009ApJ...707..890T 4.20e+12 Hz,,6500000000.0,,,,,,0.0042,4217640000000.0,4200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2007ApJ...655..781S 4.20e+12 Hz,,6500000000.0,,,,,,0.0042,4217640000000.0,4200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2007ApJ...655..781S 4.20e+12 Hz,,6500000000.0,,,,,,0.0042,4217640000000.0,4200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2017A&A...605A..74K 4.61e+12 Hz,,6500000000.0,,,,,,0.0042,4629362000000.0,4610000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 1990IRASF.C...0000M 5.00e+12 Hz,,6500000000.0,,,,,,0.0042,5021000000000.0,5000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 1994PrivC.U..J....K 5.00e+12 Hz,,6500000000.0,,,,,,0.0042,5021000000000.0,5000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 1988AJ.....95...26G 5.00e+12 Hz,,6500000000.0,,,,,,0.0042,5021000000000.0,5000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2007ApJ...663..808P 8.95e+12 Hz,,6500000000.0,,,,,,0.0042,8987590000000.0,8950000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,continuum
NED 2017ApJ...838..139S 5.50e+09 Hz,,4150000.0,,,,,,0.0,5500000000.0,5500000000.0,,,0.0,246000.0,0.1612678741523361,,Sgr A*,38000000000.0,2.294039499382748,continuum
NED 2007AJ....133.2487P 2.20e+10 Hz,,4150000.0,,,,,,0.0,22000000000.0,22000000000.0,,,0.0,246000.0,0.1612678741523361,,Sgr A*,38000000000.0,2.294039499382748,continuum
NED 2007AJ....133.2487P 2.20e+10 Hz,,4150000.0,,,,,,0.0,22000000000.0,22000000000.0,,,0.0,246000.0,0.1612678741523361,,Sgr A*,38000000000.0,2.294039499382748,continuum
