abmaglim,access_estsize,access_format,access_url,bib_reference,calib_level,dataproduct_subtype,dataproduct_type,dp_id,em_max,em_min,em_res_power,em_xel,facility_name,filter,gal_lat,gal_lon,instrument_name,is_solar,last_mod_date,multi_ob,n_obs,o_calib_status,o_ucd,obs_collection,obs_creator_did,obs_creator_name,obs_id,obs_publisher_did,obs_release_date,obs_title,obstech,p3orig,pol_states,pol_xel,preview_html,proposal_id,publication_date,release_description,s_dec,s_fov,s_pixel_scale,s_ra,s_region,s_resolution,s_xel1,s_xel2,snr,strehl,t_exptime,t_max,t_min,t_resolution,t_xel,target_name
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T18:41:32.317," ",2,,spectrum,ADP.2019-01-18T18:41:32.317,4.57064E-7,3.95969E-7,6300.0,3056,ESO-VLT-U2,,1.103109,343.528141,GIRAFFE,0,2020-10-13T14:00:48.270Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685896_2017-08-06T04:18:55.066_F62_Med2_L427.2_o4.fits,"SANA, H.",1685896,ivo://eso.org/ID?ADP.2019-01-18T18:41:32.317,2018-08-06T04:55:50.727Z,241-108553_1685896_2017-08-06T04:18:55.066_F62_Med2_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T18:41:32.317,099.D-0895(A),2019-01-18T19:46:01Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.826499,3.3388E-4,,253.679874,POSITION J2000 253.67987399999998 -41.826499,,,,581.9,,1680.007,57971.20110332,57971.17980401,1840.260384,,241-108553
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T18:41:32.515," ",2,,spectrum,ADP.2019-01-18T18:41:32.515,4.57064E-7,3.95969E-7,6300.0,3056,ESO-VLT-U2,,1.077845,343.461834,GIRAFFE,0,2020-10-13T14:00:48.270Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685896_2017-08-06T04:18:55.066_F72_Med2_L427.2_o4.fits,"SANA, H.",1685896,ivo://eso.org/ID?ADP.2019-01-18T18:41:32.515,2018-08-06T04:55:50.727Z,241-108480_1685896_2017-08-06T04:18:55.066_F72_Med2_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T18:41:32.515,099.D-0895(A),2019-01-18T19:46:01Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.893916,3.3388E-4,,253.650208,POSITION J2000 253.65020800000002 -41.893916,,,,583.2,,1680.007,57971.20110332,57971.17980401,1840.260384,,241-108480
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T18:46:37.319," ",2,,spectrum,ADP.2019-01-18T18:46:37.319,4.57068E-7,3.9597199999999997E-7,6300.0,3056,ESO-VLT-U2,,1.133753,343.458126,GIRAFFE,0,2020-10-13T13:59:29.063Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685893_2017-07-29T00:11:50.870_F74_Med1_L427.2_o4.fits,"SANA, H.",1685893,ivo://eso.org/ID?ADP.2019-01-18T18:46:37.319,2018-07-29T00:41:22.720Z,241-108307_1685893_2017-07-29T00:11:50.870_F74_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T18:46:37.319,099.D-0895(A),2019-01-18T19:51:15Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.861583,3.3388E-4,,253.588749,POSITION J2000 253.588749 -41.861583,,,,555.2,,1200.009,57963.02398131,57963.00822765,1361.116224,,241-108307
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T18:46:37.487," ",2,,spectrum,ADP.2019-01-18T18:46:37.487,4.57068E-7,3.9597199999999997E-7,6300.0,3056,ESO-VLT-U2,,1.077845,343.461834,GIRAFFE,0,2020-10-13T13:59:29.063Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685893_2017-07-29T00:11:50.870_F73_Med1_L427.2_o4.fits,"SANA, H.",1685893,ivo://eso.org/ID?ADP.2019-01-18T18:46:37.487,2018-07-29T00:41:22.720Z,241-108480_1685893_2017-07-29T00:11:50.870_F73_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T18:46:37.487,099.D-0895(A),2019-01-18T19:51:15Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.893916,3.3388E-4,,253.650208,POSITION J2000 253.65020800000002 -41.893916,,,,501.0,,1200.009,57963.02398131,57963.00822765,1361.116224,,241-108480
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T18:46:37.505," ",2,,spectrum,ADP.2019-01-18T18:46:37.505,4.57068E-7,3.9597199999999997E-7,6300.0,3056,ESO-VLT-U2,,1.103109,343.528141,GIRAFFE,0,2020-10-13T13:59:29.063Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685893_2017-07-29T00:11:50.870_F61_Med1_L427.2_o4.fits,"SANA, H.",1685893,ivo://eso.org/ID?ADP.2019-01-18T18:46:37.505,2018-07-29T00:41:22.720Z,241-108553_1685893_2017-07-29T00:11:50.870_F61_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T18:46:37.505,099.D-0895(A),2019-01-18T19:51:15Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.826499,3.3388E-4,,253.679874,POSITION J2000 253.67987399999998 -41.826499,,,,513.2,,1200.009,57963.02398131,57963.00822765,1361.116224,,241-108553
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T18:52:55.002," ",2,,spectrum,ADP.2019-01-18T18:52:55.002,4.5707100000000003E-7,3.9597399999999997E-7,6300.0,3056,ESO-VLT-U2,,1.133753,343.458126,GIRAFFE,0,2020-10-13T14:00:52Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685890_2017-07-23T04:57:45.058_F74_Med1_L427.2_o4.fits,"SANA, H.",1685890,ivo://eso.org/ID?ADP.2019-01-18T18:52:55.002,2018-07-23T05:36:06.437Z,241-108307_1685890_2017-07-23T04:57:45.058_F74_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T18:52:55.002,099.D-0895(A),2019-01-18T20:00:57Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.861583,3.3388E-4,,253.588749,POSITION J2000 253.588749 -41.861583,,,,574.2,,1680.006,57957.22807333,57957.20677149,1840.478976,,241-108307
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T18:52:55.260," ",2,,spectrum,ADP.2019-01-18T18:52:55.260,4.5707100000000003E-7,3.95975E-7,6300.0,3056,ESO-VLT-U2,,1.103109,343.528141,GIRAFFE,0,2020-10-13T14:00:52Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685890_2017-07-23T04:57:45.058_F61_Med1_L427.2_o4.fits,"SANA, H.",1685890,ivo://eso.org/ID?ADP.2019-01-18T18:52:55.260,2018-07-23T05:36:06.437Z,241-108553_1685890_2017-07-23T04:57:45.058_F61_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T18:52:55.260,099.D-0895(A),2019-01-18T20:00:57Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.826499,3.3388E-4,,253.679874,POSITION J2000 253.67987399999998 -41.826499,,,,534.6,,1680.006,57957.22807333,57957.20677149,1840.478976,,241-108553
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T18:59:25.322," ",2,,spectrum,ADP.2019-01-18T18:59:25.322,4.57072E-7,3.95976E-7,6300.0,3056,ESO-VLT-U2,,1.133753,343.458126,GIRAFFE,0,2020-10-13T14:00:13.133Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685887_2017-07-21T02:47:42.560_F67_Med2_L427.2_o4.fits,"SANA, H.",1685887,ivo://eso.org/ID?ADP.2019-01-18T18:59:25.322,2018-07-21T03:16:04.713Z,241-108307_1685887_2017-07-21T02:47:42.560_F67_Med2_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T18:59:25.322,099.D-0895(A),2019-01-18T20:06:27Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.861583,3.3388E-4,,253.588749,POSITION J2000 253.588749 -41.861583,,,,572.4,,880.013,57955.12849811,57955.11646481,1039.67712,,241-108307
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T18:59:25.580," ",2,,spectrum,ADP.2019-01-18T18:59:25.580,4.57072E-7,3.95976E-7,6300.0,3056,ESO-VLT-U2,,1.114431,343.505811,GIRAFFE,0,2020-10-13T14:00:13.133Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685887_2017-07-21T02:47:42.560_F60_Med2_L427.2_o4.fits,"SANA, H.",1685887,ivo://eso.org/ID?ADP.2019-01-18T18:59:25.580,2018-07-21T03:16:04.713Z,241-108477_1685887_2017-07-21T02:47:42.560_F60_Med2_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T18:59:25.580,099.D-0895(A),2019-01-18T20:06:27Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.836722,3.3388E-4,,253.649208,POSITION J2000 253.649208 -41.836722,,,,535.5,,880.013,57955.12849811,57955.11646481,1039.67712,,241-108477
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:11:46.648," ",2,,spectrum,ADP.2019-01-18T19:11:46.648,4.57076E-7,3.9598000000000003E-7,6300.0,3056,ESO-VLT-U2,,1.133753,343.458126,GIRAFFE,0,2020-10-13T14:00:40.677Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685881_2017-07-13T03:12:43.193_F67_Med2_L427.2_o4.fits,"SANA, H.",1685881,ivo://eso.org/ID?ADP.2019-01-18T19:11:46.648,2018-07-13T03:41:08.297Z,241-108307_1685881_2017-07-13T03:12:43.193_F67_Med2_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:11:46.648,099.D-0895(A),2019-01-18T20:15:31Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.861583,3.3388E-4,,253.588749,POSITION J2000 253.588749 -41.861583,,,,562.1,,880.006,57947.14587556,57947.13383325,1040.455584,,241-108307
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:11:46.984," ",2,,spectrum,ADP.2019-01-18T19:11:46.984,4.57077E-7,3.9598000000000003E-7,6300.0,3056,ESO-VLT-U2,,1.114431,343.505811,GIRAFFE,0,2020-10-13T14:00:40.677Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685881_2017-07-13T03:12:43.193_F60_Med2_L427.2_o4.fits,"SANA, H.",1685881,ivo://eso.org/ID?ADP.2019-01-18T19:11:46.984,2018-07-13T03:41:08.297Z,241-108477_1685881_2017-07-13T03:12:43.193_F60_Med2_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:11:46.984,099.D-0895(A),2019-01-18T20:15:31Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.836722,3.3388E-4,,253.649208,POSITION J2000 253.649208 -41.836722,,,,525.7,,880.006,57947.14587556,57947.13383325,1040.455584,,241-108477
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:18:27.514," ",2,,spectrum,ADP.2019-01-18T19:18:27.514,4.57077E-7,3.9598000000000003E-7,6300.0,3056,ESO-VLT-U2,,1.077845,343.461834,GIRAFFE,0,2020-10-13T14:00:39.503Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685878_2017-07-12T04:47:37.130_F73_Med1_L427.2_o4.fits,"SANA, H.",1685878,ivo://eso.org/ID?ADP.2019-01-18T19:18:27.514,2018-07-12T05:10:55.733Z,241-108480_1685878_2017-07-12T04:47:37.130_F73_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:18:27.514,099.D-0895(A),2019-01-18T20:26:39Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.893916,3.3388E-4,,253.650208,POSITION J2000 253.65020800000002 -41.893916,,,,500.7,,880.013,57946.21177726,57946.19973529,1040.426208,,241-108480
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:18:27.580," ",2,,spectrum,ADP.2019-01-18T19:18:27.580,4.57077E-7,3.9598000000000003E-7,6300.0,3056,ESO-VLT-U2,,1.103109,343.528141,GIRAFFE,0,2020-10-13T14:00:39.503Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685878_2017-07-12T04:47:37.130_F61_Med1_L427.2_o4.fits,"SANA, H.",1685878,ivo://eso.org/ID?ADP.2019-01-18T19:18:27.580,2018-07-12T05:10:55.733Z,241-108553_1685878_2017-07-12T04:47:37.130_F61_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:18:27.580,099.D-0895(A),2019-01-18T20:26:39Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.826499,3.3388E-4,,253.679874,POSITION J2000 253.67987399999998 -41.826499,,,,517.4,,880.013,57946.21177726,57946.19973529,1040.426208,,241-108553
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:18:27.772," ",2,,spectrum,ADP.2019-01-18T19:18:27.772,4.57077E-7,3.9598000000000003E-7,6300.0,3056,ESO-VLT-U2,,1.133753,343.458126,GIRAFFE,0,2020-10-13T14:00:39.503Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685878_2017-07-12T04:47:37.130_F74_Med1_L427.2_o4.fits,"SANA, H.",1685878,ivo://eso.org/ID?ADP.2019-01-18T19:18:27.772,2018-07-12T05:10:55.733Z,241-108307_1685878_2017-07-12T04:47:37.130_F74_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:18:27.772,099.D-0895(A),2019-01-18T20:26:39Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.861583,3.3388E-4,,253.588749,POSITION J2000 253.588749 -41.861583,,,,515.0,,880.013,57946.21177726,57946.19973529,1040.426208,,241-108307
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:24:33.614," ",2,,spectrum,ADP.2019-01-18T19:24:33.614,4.57085E-7,3.95987E-7,6300.0,3056,ESO-VLT-U2,,1.103109,343.528141,GIRAFFE,0,2020-10-13T14:00:48Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685875_2017-06-30T05:12:56.328_F62_Med2_L427.2_o4.fits,"SANA, H.",1685875,ivo://eso.org/ID?ADP.2019-01-18T19:24:33.614,2018-06-30T05:51:16.540Z,241-108553_1685875_2017-06-30T05:12:56.328_F62_Med2_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:24:33.614,099.D-0895(A),2019-01-18T20:32:01Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.826499,3.3388E-4,,253.679874,POSITION J2000 253.67987399999998 -41.826499,,,,527.4,,1680.01,57934.23861526,57934.2173186,1840.031424,,241-108553
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:24:33.626," ",2,,spectrum,ADP.2019-01-18T19:24:33.626,4.57084E-7,3.95987E-7,6300.0,3056,ESO-VLT-U2,,1.133753,343.458126,GIRAFFE,0,2020-10-13T14:00:48Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685875_2017-06-30T05:12:56.328_F67_Med2_L427.2_o4.fits,"SANA, H.",1685875,ivo://eso.org/ID?ADP.2019-01-18T19:24:33.626,2018-06-30T05:51:16.540Z,241-108307_1685875_2017-06-30T05:12:56.328_F67_Med2_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:24:33.626,099.D-0895(A),2019-01-18T20:32:01Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.861583,3.3388E-4,,253.588749,POSITION J2000 253.588749 -41.861583,,,,590.1,,1680.01,57934.23861526,57934.2173186,1840.031424,,241-108307
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:24:33.782," ",2,,spectrum,ADP.2019-01-18T19:24:33.782,4.57085E-7,3.95987E-7,6300.0,3056,ESO-VLT-U2,,1.077845,343.461834,GIRAFFE,0,2020-10-13T14:00:48Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685875_2017-06-30T05:12:56.328_F72_Med2_L427.2_o4.fits,"SANA, H.",1685875,ivo://eso.org/ID?ADP.2019-01-18T19:24:33.782,2018-06-30T05:51:16.540Z,241-108480_1685875_2017-06-30T05:12:56.328_F72_Med2_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:24:33.782,099.D-0895(A),2019-01-18T20:32:01Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.893916,3.3388E-4,,253.650208,POSITION J2000 253.65020800000002 -41.893916,,,,532.8,,1680.01,57934.23861526,57934.2173186,1840.031424,,241-108480
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:24:33.932," ",2,,spectrum,ADP.2019-01-18T19:24:33.932,4.57085E-7,3.95987E-7,6300.0,3056,ESO-VLT-U2,,1.114431,343.505811,GIRAFFE,0,2020-10-13T14:00:48Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685875_2017-06-30T05:12:56.328_F60_Med2_L427.2_o4.fits,"SANA, H.",1685875,ivo://eso.org/ID?ADP.2019-01-18T19:24:33.932,2018-06-30T05:51:16.540Z,241-108477_1685875_2017-06-30T05:12:56.328_F60_Med2_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:24:33.932,099.D-0895(A),2019-01-18T20:32:01Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.836722,3.3388E-4,,253.649208,POSITION J2000 253.649208 -41.836722,,,,582.4,,1680.01,57934.23861526,57934.2173186,1840.031424,,241-108477
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:31:20.869," ",2,,spectrum,ADP.2019-01-18T19:31:20.869,4.57086E-7,3.95988E-7,6300.0,3056,ESO-VLT-U2,,1.103109,343.528141,GIRAFFE,0,2020-10-13T13:59:49.717Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685872_2017-06-28T01:40:51.848_F61_Med1_L427.2_o4.fits,"SANA, H.",1685872,ivo://eso.org/ID?ADP.2019-01-18T19:31:20.869,2018-06-28T02:21:24.433Z,241-108553_1685872_2017-06-28T01:40:51.848_F61_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:31:20.869,099.D-0895(A),2019-01-18T20:37:03Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.826499,3.3388E-4,,253.679874,POSITION J2000 253.67987399999998 -41.826499,,,,645.6,,1680.009,57932.09134132,57932.07004454,1840.041792,,241-108553
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:31:21.001," ",2,,spectrum,ADP.2019-01-18T19:31:21.001,4.57086E-7,3.95988E-7,6300.0,3056,ESO-VLT-U2,,1.077845,343.461834,GIRAFFE,0,2020-10-13T13:59:49.717Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685872_2017-06-28T01:40:51.848_F73_Med1_L427.2_o4.fits,"SANA, H.",1685872,ivo://eso.org/ID?ADP.2019-01-18T19:31:21.001,2018-06-28T02:21:24.433Z,241-108480_1685872_2017-06-28T01:40:51.848_F73_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:31:21.001,099.D-0895(A),2019-01-18T20:37:03Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.893916,3.3388E-4,,253.650208,POSITION J2000 253.65020800000002 -41.893916,,,,649.2,,1680.009,57932.09134132,57932.07004454,1840.041792,,241-108480
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:31:21.115," ",2,,spectrum,ADP.2019-01-18T19:31:21.115,4.57086E-7,3.95988E-7,6300.0,3056,ESO-VLT-U2,,1.068563,343.469249,GIRAFFE,0,2020-10-13T13:59:49.717Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685872_2017-06-28T01:40:51.848_F68_Med1_L427.2_o4.fits,"SANA, H.",1685872,ivo://eso.org/ID?ADP.2019-01-18T19:31:21.115,2018-06-28T02:21:24.433Z,241-108516_1685872_2017-06-28T01:40:51.848_F68_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:31:21.115,099.D-0895(A),2019-01-18T20:37:03Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.893999,3.3388E-4,,253.666166,POSITION J2000 253.666166 -41.893999,,,,618.1,,1680.009,57932.09134132,57932.07004454,1840.041792,,241-108516
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:31:21.181," ",2,,spectrum,ADP.2019-01-18T19:31:21.181,4.57086E-7,3.95988E-7,6300.0,3056,ESO-VLT-U2,,1.133753,343.458126,GIRAFFE,0,2020-10-13T13:59:49.717Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685872_2017-06-28T01:40:51.848_F74_Med1_L427.2_o4.fits,"SANA, H.",1685872,ivo://eso.org/ID?ADP.2019-01-18T19:31:21.181,2018-06-28T02:21:24.433Z,241-108307_1685872_2017-06-28T01:40:51.848_F74_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:31:21.181,099.D-0895(A),2019-01-18T20:37:03Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.861583,3.3388E-4,,253.588749,POSITION J2000 253.588749 -41.861583,,,,527.8,,1680.009,57932.09134132,57932.07004454,1840.041792,,241-108307
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:31:21.187," ",2,,spectrum,ADP.2019-01-18T19:31:21.187,4.57086E-7,3.95988E-7,6300.0,3056,ESO-VLT-U2,,1.115811,343.401268,GIRAFFE,0,2020-10-13T13:59:49.717Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685872_2017-06-28T01:40:51.848_F91_Med1_L427.2_o4.fits,"SANA, H.",1685872,ivo://eso.org/ID?ADP.2019-01-18T19:31:21.187,2018-06-28T02:21:24.433Z,241-108208_1685872_2017-06-28T01:40:51.848_F91_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:31:21.187,099.D-0895(A),2019-01-18T20:37:03Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.917027,3.3388E-4,,253.559333,POSITION J2000 253.55933299999998 -41.917027,,,,510.3,,1680.009,57932.09134132,57932.07004454,1840.041792,,241-108208
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:45:55.214," ",2,,spectrum,ADP.2019-01-18T19:45:55.214,4.57091E-7,3.9599200000000004E-7,6300.0,3056,ESO-VLT-U2,,1.077845,343.461834,GIRAFFE,0,2020-10-13T14:00:12.790Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685866_2017-06-22T00:37:56.660_F73_Med1_L427.2_o4.fits,"SANA, H.",1685866,ivo://eso.org/ID?ADP.2019-01-18T19:45:55.214,2018-06-22T01:16:40.327Z,241-108480_1685866_2017-06-22T00:37:56.660_F73_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:45:55.214,099.D-0895(A),2019-01-18T20:50:37Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.893916,3.3388E-4,,253.650208,POSITION J2000 253.65020800000002 -41.893916,,,,627.3,,1680.016,57926.04764586,57926.02635023,1839.942432,,241-108480
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:45:55.286," ",2,,spectrum,ADP.2019-01-18T19:45:55.286,4.57091E-7,3.9599200000000004E-7,6300.0,3056,ESO-VLT-U2,,1.068563,343.469249,GIRAFFE,0,2020-10-13T14:00:12.790Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685866_2017-06-22T00:37:56.660_F68_Med1_L427.2_o4.fits,"SANA, H.",1685866,ivo://eso.org/ID?ADP.2019-01-18T19:45:55.286,2018-06-22T01:16:40.327Z,241-108516_1685866_2017-06-22T00:37:56.660_F68_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:45:55.286,099.D-0895(A),2019-01-18T20:50:37Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.893999,3.3388E-4,,253.666166,POSITION J2000 253.666166 -41.893999,,,,566.5,,1680.016,57926.04764586,57926.02635023,1839.942432,,241-108516
,175,application/x-votable+xml;content=datalink,http://archive.eso.org/datalink/links?ID=ivo://eso.org/ID?ADP.2019-01-18T19:45:55.436," ",2,,spectrum,ADP.2019-01-18T19:45:55.436,4.57091E-7,3.9599200000000004E-7,6300.0,3056,ESO-VLT-U2,,1.133753,343.458126,GIRAFFE,0,2020-10-13T14:00:12.790Z,S,4,uncalibrated,,GIRAFFE,ivo://eso.org/origfile?GI_SOBS_1685866_2017-06-22T00:37:56.660_F74_Med1_L427.2_o4.fits,"SANA, H.",1685866,ivo://eso.org/ID?ADP.2019-01-18T19:45:55.436,2018-06-22T01:16:40.327Z,241-108307_1685866_2017-06-22T00:37:56.660_F74_Med1_L427.2_o4,MOS,IDP,,,https://archive.eso.org/dataset/ADP.2019-01-18T19:45:55.436,099.D-0895(A),2019-01-18T20:50:37Z,http://www.eso.org/rm/api/v1/public/releaseDescriptions/73,-41.861583,3.3388E-4,,253.588749,POSITION J2000 253.588749 -41.861583,,,,560.9,,1680.016,57926.04764586,57926.02635023,1839.942432,,241-108307
