r_over_rs,D_GR,D_SSZ,Xi
1.000000000,0.000000000,0.555027710,0.801711847
1.001000250,0.031610925,0.554928947,0.802032505
1.002000500,0.044682280,0.554830379,0.802352644
1.003000750,0.054697099,0.554732005,0.802672265
1.004001000,0.063127300,0.554633825,0.802991370
1.005001250,0.070543336,0.554535839,0.803309958
1.006001500,0.077237926,0.554438045,0.803628032
1.007001750,0.083385051,0.554340444,0.803945591
1.008002001,0.089098130,0.554243035,0.804262636
1.009002251,0.094455985,0.554145818,0.804579169
1.010002501,0.099516036,0.554048792,0.804895189
1.011002751,0.104321655,0.553951957,0.805210699
1.012003001,0.108906554,0.553855312,0.805525699
1.013003251,0.113297558,0.553758858,0.805840189
1.014003501,0.117516429,0.553662592,0.806154170
1.015003751,0.121581109,0.553566516,0.806467644
1.016004001,0.125506603,0.553470628,0.806780611
1.017004251,0.129305611,0.553374929,0.807093072
1.018004501,0.132988993,0.553279417,0.807405028
1.019004751,0.136566126,0.553184093,0.807716479
1.020005001,0.140045172,0.553088955,0.808027426
1.021005251,0.143433288,0.552994004,0.808337871
1.022005501,0.146736791,0.552899239,0.808647813
1.023005751,0.149961292,0.552804660,0.808957254
1.024006002,0.153111800,0.552710266,0.809266195
1.025006252,0.156192811,0.552616057,0.809574636
1.026006502,0.159208376,0.552522032,0.809882579
1.027006752,0.162162162,0.552428191,0.810190023
1.028007002,0.165057504,0.552334534,0.810496971
1.029007252,0.167897440,0.552241059,0.810803422
1.030007502,0.170684753,0.552147768,0.811109377
1.031007752,0.173421994,0.552054659,0.811414838
1.032008002,0.176111514,0.551961731,0.811719804
1.033008252,0.178755481,0.551868986,0.812024278
1.034008502,0.181355903,0.551776421,0.812328259
1.035008752,0.183914641,0.551684037,0.812631749
1.036009002,0.186433426,0.551591833,0.812934747
1.037009252,0.188913868,0.551499809,0.813237256
1.038009502,0.191357473,0.551407964,0.813539276
1.039009752,0.193765648,0.551316299,0.813840807
1.040010003,0.196139711,0.551224812,0.814141850
1.041010253,0.198480899,0.551133503,0.814442407
1.042010503,0.200790375,0.551042372,0.814742478
1.043010753,0.203069233,0.550951419,0.815042063
1.044011003,0.205318505,0.550860642,0.815341164
1.045011253,0.207539166,0.550770043,0.815639781
1.046011503,0.209732136,0.550679619,0.815937916
1.047011753,0.211898286,0.550589372,0.816235568
1.048012003,0.214038443,0.550499299,0.816532739
1.049012253,0.216153391,0.550409402,0.816829429
1.050012503,0.218243873,0.550319680,0.817125640
1.051012753,0.220310598,0.550230131,0.817421371
1.052013003,0.222354238,0.550140757,0.817716625
1.053013253,0.224375436,0.550051556,0.818011401
1.054013503,0.226374803,0.549962528,0.818305700
1.055013753,0.228352924,0.549873673,0.818599523
1.056014004,0.230310357,0.549784991,0.818892871
1.057014254,0.232247635,0.549696480,0.819185745
1.058014504,0.234165268,0.549608141,0.819478145
1.059014754,0.236063746,0.549519973,0.819770072
1.060015004,0.237943537,0.549431975,0.820061527
1.061015254,0.239805090,0.549344148,0.820352511
1.062015504,0.241648837,0.549256492,0.820643024
1.063015754,0.243475193,0.549169004,0.820933068
1.064016004,0.245284554,0.549081687,0.821222642
1.065016254,0.247077304,0.548994538,0.821511748
1.066016504,0.248853812,0.548907557,0.821800387
1.067016754,0.250614431,0.548820745,0.822088559
1.068017004,0.252359505,0.548734100,0.822376265
1.069017254,0.254089361,0.548647623,0.822663505
1.070017504,0.255804319,0.548561313,0.822950282
1.071017754,0.257504684,0.548475170,0.823236594
1.072018005,0.259190752,0.548389192,0.823522443
1.073018255,0.260862810,0.548303381,0.823807830
1.074018505,0.262521134,0.548217736,0.824092756
1.075018755,0.264165991,0.548132255,0.824377221
1.076019005,0.265797639,0.548046939,0.824661226
1.077019255,0.267416329,0.547961788,0.824944771
1.078019505,0.269022303,0.547876801,0.825227858
1.079019755,0.270615795,0.547791978,0.825510487
1.080020005,0.272197033,0.547707318,0.825792659
1.081020255,0.273766238,0.547622821,0.826074375
1.082020505,0.275323622,0.547538486,0.826355636
1.083020755,0.276869394,0.547454314,0.826636441
1.084021005,0.278403754,0.547370304,0.826916792
1.085021255,0.279926899,0.547286455,0.827196690
1.086021505,0.281439018,0.547202768,0.827476136
1.087021755,0.282940295,0.547119242,0.827755129
1.088022006,0.284430910,0.547035876,0.828033671
1.089022256,0.285911036,0.546952670,0.828311763
1.090022506,0.287380844,0.546869624,0.828589405
1.091022756,0.288840498,0.546786737,0.828866599
1.092023006,0.290290159,0.546704010,0.829143343
1.093023256,0.291729983,0.546621441,0.829419641
1.094023506,0.293160122,0.546539031,0.829695491
1.095023756,0.294580724,0.546456778,0.829970896
1.096024006,0.295991934,0.546374684,0.830245855
1.097024256,0.297393893,0.546292746,0.830520369
1.098024506,0.298786737,0.546210966,0.830794440
1.099024756,0.300170600,0.546129343,0.831068067
1.100025006,0.301545613,0.546047875,0.831341252
1.101025256,0.302911903,0.545966564,0.831613995
1.102025506,0.304269595,0.545885409,0.831886297
1.103025756,0.305618809,0.545804408,0.832158159
1.104026007,0.306959664,0.545723563,0.832429581
1.105026257,0.308292276,0.545642872,0.832700564
1.106026507,0.309616758,0.545562336,0.832971109
1.107026757,0.310933219,0.545481954,0.833241216
1.108027007,0.312241769,0.545401725,0.833510887
1.109027257,0.313542511,0.545321649,0.833780121
1.110027507,0.314835550,0.545241727,0.834048920
1.111027757,0.316120986,0.545161957,0.834317285
1.112028007,0.317398918,0.545082339,0.834585215
1.113028257,0.318669442,0.545002873,0.834852712
1.114028507,0.319932653,0.544923559,0.835119777
1.115028757,0.321188642,0.544844396,0.835386410
1.116029007,0.322437501,0.544765384,0.835652611
1.117029257,0.323679318,0.544686523,0.835918382
1.118029507,0.324914179,0.544607812,0.836183723
1.119029757,0.326142170,0.544529251,0.836448635
1.120030008,0.327363373,0.544450840,0.836713119
1.121030258,0.328577871,0.544372578,0.836977175
1.122030508,0.329785743,0.544294465,0.837240804
1.123030758,0.330987067,0.544216500,0.837504007
1.124031008,0.332181919,0.544138684,0.837766784
1.125031258,0.333370377,0.544061016,0.838029136
1.126031508,0.334552512,0.543983496,0.838291064
1.127031758,0.335728397,0.543906123,0.838552568
1.128032008,0.336898104,0.543828898,0.838813650
1.129032258,0.338061702,0.543751819,0.839074309
1.130032508,0.339219259,0.543674886,0.839334547
1.131032758,0.340370842,0.543598100,0.839594364
1.132033008,0.341516518,0.543521459,0.839853760
1.133033258,0.342656350,0.543444964,0.840112738
1.134033508,0.343790403,0.543368614,0.840371296
1.135033758,0.344918738,0.543292409,0.840629436
1.136034009,0.346041417,0.543216348,0.840887159
1.137034259,0.347158499,0.543140432,0.841144465
1.138034509,0.348270044,0.543064659,0.841401355
1.139034759,0.349376110,0.542989031,0.841657830
1.140035009,0.350476754,0.542913545,0.841913890
1.141035259,0.351572031,0.542838203,0.842169535
1.142035509,0.352661997,0.542763003,0.842424768
1.143035759,0.353746705,0.542687946,0.842679587
1.144036009,0.354826210,0.542613031,0.842933995
1.145036259,0.355900563,0.542538257,0.843187991
1.146036509,0.356969816,0.542463625,0.843441576
1.147036759,0.358034019,0.542389134,0.843694752
1.148037009,0.359093221,0.542314784,0.843947517
1.149037259,0.360147473,0.542240575,0.844199874
1.150037509,0.361196822,0.542166506,0.844451823
1.151037759,0.362241315,0.542092576,0.844703365
1.152038010,0.363280999,0.542018787,0.844954500
1.153038260,0.364315920,0.541945137,0.845205229
1.154038510,0.365346123,0.541871626,0.845455552
1.155038760,0.366371653,0.541798253,0.845705470
1.156039010,0.367392552,0.541725020,0.845954984
1.157039260,0.368408865,0.541651924,0.846204095
1.158039510,0.369420633,0.541578966,0.846452803
1.159039760,0.370427899,0.541506146,0.846701109
1.160040010,0.371430703,0.541433463,0.846949013
1.161040260,0.372429087,0.541360917,0.847196516
1.162040510,0.373423089,0.541288508,0.847443619
1.163040760,0.374412749,0.541216235,0.847690323
1.164041010,0.375398106,0.541144098,0.847936627
1.165041260,0.376379198,0.541072098,0.848182533
1.166041510,0.377356063,0.541000232,0.848428042
1.167041760,0.378328737,0.540928502,0.848673153
1.168042011,0.379297258,0.540856907,0.848917869
1.169042261,0.380261661,0.540785447,0.849162188
1.170042511,0.381221981,0.540714121,0.849406112
1.171042761,0.382178254,0.540642929,0.849649642
1.172043011,0.383130514,0.540571871,0.849892778
1.173043261,0.384078795,0.540500946,0.850135521
1.174043511,0.385023131,0.540430155,0.850377871
1.175043761,0.385963555,0.540359497,0.850619830
1.176044011,0.386900098,0.540288971,0.850861397
1.177044261,0.387832795,0.540218578,0.851102573
1.178044511,0.388761675,0.540148317,0.851343360
1.179044761,0.389686771,0.540078188,0.851583757
1.180045011,0.390608113,0.540008190,0.851823765
1.181045261,0.391525732,0.539938324,0.852063385
1.182045511,0.392439658,0.539868589,0.852302618
1.183045761,0.393349920,0.539798984,0.852541464
1.184046012,0.394256548,0.539729510,0.852779923
1.185046262,0.395159571,0.539660166,0.853017997
1.186046512,0.396059017,0.539590952,0.853255686
1.187046762,0.396954914,0.539521868,0.853492991
1.188047012,0.397847291,0.539452913,0.853729912
1.189047262,0.398736174,0.539384087,0.853966449
1.190047512,0.399621590,0.539315390,0.854202604
1.191047762,0.400503567,0.539246821,0.854438378
1.192048012,0.401382131,0.539178381,0.854673770
1.193048262,0.402257307,0.539110068,0.854908781
1.194048512,0.403129122,0.539041884,0.855143412
1.195048762,0.403997601,0.538973827,0.855377664
1.196049012,0.404862769,0.538905897,0.855611537
1.197049262,0.405724651,0.538838094,0.855845032
1.198049512,0.406583271,0.538770418,0.856078149
1.199049762,0.407438654,0.538702868,0.856310890
1.200050013,0.408290823,0.538635444,0.856543254
1.201050263,0.409139802,0.538568146,0.856775242
1.202050513,0.409985615,0.538500974,0.857006855
1.203050763,0.410828285,0.538433927,0.857238093
1.204051013,0.411667833,0.538367005,0.857468958
1.205051263,0.412504284,0.538300208,0.857699449
1.206051513,0.413337658,0.538233536,0.857929567
1.207051763,0.414167979,0.538166987,0.858159314
1.208052013,0.414995268,0.538100563,0.858388688
1.209052263,0.415819546,0.538034263,0.858617692
1.210052513,0.416640834,0.537968086,0.858846326
1.211052763,0.417459154,0.537902032,0.859074590
1.212053013,0.418274527,0.537836102,0.859302484
1.213053263,0.419086972,0.537770294,0.859530010
1.214053513,0.419896510,0.537704608,0.859757169
1.215053763,0.420703162,0.537639045,0.859983959
1.216054014,0.421506947,0.537573604,0.860210384
1.217054264,0.422307884,0.537508284,0.860436441
1.218054514,0.423105994,0.537443086,0.860662134
1.219054764,0.423901295,0.537378010,0.860887461
1.220055014,0.424693806,0.537313054,0.861112424
1.221055264,0.425483546,0.537248219,0.861337023
1.222055514,0.426270534,0.537183504,0.861561259
1.223055764,0.427054788,0.537118909,0.861785133
1.224056014,0.427836327,0.537054435,0.862008644
1.225056264,0.428615167,0.536990080,0.862231794
1.226056514,0.429391327,0.536925845,0.862454583
1.227056764,0.430164825,0.536861728,0.862677012
1.228057014,0.430935678,0.536797731,0.862899081
1.229057264,0.431703904,0.536733853,0.863120791
1.230057514,0.432469518,0.536670093,0.863342142
1.231057764,0.433232539,0.536606451,0.863563136
1.232058015,0.433992982,0.536542927,0.863783772
1.233058265,0.434750865,0.536479521,0.864004051
1.234058515,0.435506204,0.536416232,0.864223974
1.235058765,0.436259014,0.536353061,0.864443542
1.236059015,0.437009313,0.536290006,0.864662754
1.237059265,0.437757115,0.536227069,0.864881612
1.238059515,0.438502437,0.536164247,0.865100116
1.239059765,0.439245293,0.536101543,0.865318267
1.240060015,0.439985701,0.536038954,0.865536064
1.241060265,0.440723674,0.535976481,0.865753510
1.242060515,0.441459227,0.535914123,0.865970604
1.243060765,0.442192376,0.535851881,0.866187347
1.244061015,0.442923136,0.535789754,0.866403739
1.245061265,0.443651521,0.535727742,0.866619782
1.246061515,0.444377545,0.535665844,0.866835475
1.247061765,0.445101224,0.535604061,0.867050819
1.248062016,0.445822570,0.535542391,0.867265815
1.249062266,0.446541599,0.535480836,0.867480464
1.250062516,0.447258324,0.535419394,0.867694765
1.251062766,0.447972758,0.535358066,0.867908720
1.252063016,0.448684917,0.535296851,0.868122328
1.253063266,0.449394812,0.535235749,0.868335592
1.254063516,0.450102459,0.535174760,0.868548510
1.255063766,0.450807869,0.535113883,0.868761084
1.256064016,0.451511056,0.535053118,0.868973314
1.257064266,0.452212033,0.534992466,0.869185202
1.258064516,0.452910814,0.534931925,0.869396746
1.259064766,0.453607410,0.534871496,0.869607948
1.260065016,0.454301834,0.534811178,0.869818809
1.261065266,0.454994100,0.534750971,0.870029329
1.262065516,0.455684219,0.534690875,0.870239509
1.263065766,0.456372204,0.534630890,0.870449348
1.264066017,0.457058068,0.534571015,0.870658848
1.265066267,0.457741821,0.534511251,0.870868010
1.266066517,0.458423476,0.534451596,0.871076833
1.267066767,0.459103046,0.534392051,0.871285318
1.268067017,0.459780541,0.534332616,0.871493467
1.269067267,0.460455974,0.534273290,0.871701278
1.270067517,0.461129357,0.534214073,0.871908754
1.271067767,0.461800699,0.534154965,0.872115894
1.272068017,0.462470014,0.534095966,0.872322699
1.273068267,0.463137312,0.534037075,0.872529170
1.274068517,0.463802604,0.533978292,0.872735307
1.275068767,0.464465902,0.533919617,0.872941111
1.276069017,0.465127216,0.533861050,0.873146581
1.277069267,0.465786558,0.533802590,0.873351720
1.278069517,0.466443938,0.533744238,0.873556526
1.279069767,0.467099366,0.533685993,0.873761002
1.280070018,0.467752855,0.533627854,0.873965147
1.281070268,0.468404413,0.533569822,0.874168961
1.282070518,0.469054051,0.533511897,0.874372446
1.283070768,0.469701780,0.533454078,0.874575602
1.284071018,0.470347610,0.533396365,0.874778430
1.285071268,0.470991551,0.533338758,0.874980929
1.286071518,0.471633614,0.533281256,0.875183102
1.287071768,0.472273807,0.533223860,0.875384947
1.288072018,0.472912142,0.533166569,0.875586465
1.289072268,0.473548628,0.533109382,0.875787658
1.290072518,0.474183274,0.533052301,0.875988526
1.291072768,0.474816090,0.532995324,0.876189068
1.292073018,0.475447087,0.532938451,0.876389287
1.293073268,0.476076273,0.532881682,0.876589181
1.294073518,0.476703657,0.532825018,0.876788752
1.295073768,0.477329250,0.532768456,0.876988001
1.296074019,0.477953060,0.532711999,0.877186927
1.297074269,0.478575097,0.532655644,0.877385532
1.298074519,0.479195370,0.532599393,0.877583815
1.299074769,0.479813888,0.532543244,0.877781778
1.300075019,0.480430659,0.532487198,0.877979421
1.301075269,0.481045693,0.532431254,0.878176744
1.302075519,0.481658998,0.532375413,0.878373748
1.303075769,0.482270584,0.532319674,0.878570434
1.304076019,0.482880459,0.532264036,0.878766801
1.305076269,0.483488632,0.532208500,0.878962851
1.306076519,0.484095110,0.532153065,0.879158583
1.307076769,0.484699904,0.532097732,0.879354000
1.308077019,0.485303020,0.532042499,0.879549100
1.309077269,0.485904468,0.531987367,0.879743885
1.310077519,0.486504255,0.531932336,0.879938354
1.311077769,0.487102391,0.531877405,0.880132510
1.312078020,0.487698883,0.531822574,0.880326351
1.313078270,0.488293739,0.531767843,0.880519879
1.314078520,0.488886967,0.531713212,0.880713094
1.315078770,0.489478575,0.531658681,0.880905996
1.316079020,0.490068572,0.531604248,0.881098586
1.317079270,0.490656964,0.531549915,0.881290865
1.318079520,0.491243761,0.531495681,0.881482833
1.319079770,0.491828969,0.531441546,0.881674491
1.320080020,0.492412596,0.531387509,0.881865839
1.321080270,0.492994650,0.531333570,0.882056877
1.322080520,0.493575139,0.531279730,0.882247606
1.323080770,0.494154069,0.531225988,0.882438027
1.324081020,0.494731449,0.531172343,0.882628140
1.325081270,0.495307286,0.531118796,0.882817946
1.326081520,0.495881587,0.531065346,0.883007444
1.327081770,0.496454359,0.531011993,0.883196636
1.328082021,0.497025610,0.530958738,0.883385523
1.329082271,0.497595347,0.530905579,0.883574103
1.330082521,0.498163576,0.530852517,0.883762379
1.331082771,0.498730306,0.530799551,0.883950350
1.332083021,0.499295543,0.530746681,0.884138018
1.333083271,0.499859294,0.530693908,0.884325381
1.334083521,0.500421565,0.530641230,0.884512442
1.335083771,0.500982365,0.530588648,0.884699201
1.336084021,0.501541700,0.530536161,0.884885657
1.337084271,0.502099575,0.530483769,0.885071812
1.338084521,0.502655999,0.530431473,0.885257666
1.339084771,0.503210978,0.530379271,0.885443219
1.340085021,0.503764518,0.530327164,0.885628472
1.341085271,0.504316627,0.530275152,0.885813426
1.342085521,0.504867310,0.530223233,0.885998080
1.343085771,0.505416574,0.530171409,0.886182436
1.344086022,0.505964426,0.530119679,0.886366494
1.345086272,0.506510871,0.530068042,0.886550254
1.346086522,0.507055917,0.530016499,0.886733717
1.347086772,0.507599570,0.529965050,0.886916883
1.348087022,0.508141835,0.529913693,0.887099753
1.349087272,0.508682720,0.529862430,0.887282327
1.350087522,0.509222230,0.529811259,0.887464607
1.351087772,0.509760371,0.529760181,0.887646591
1.352088022,0.510297150,0.529709196,0.887828281
1.353088272,0.510832572,0.529658302,0.888009677
1.354088522,0.511366644,0.529607501,0.888190780
1.355088772,0.511899372,0.529556791,0.888371590
1.356089022,0.512430761,0.529506174,0.888552108
1.357089272,0.512960818,0.529455647,0.888732333
1.358089522,0.513489547,0.529405212,0.888912268
1.359089772,0.514016956,0.529354868,0.889091911
1.360090023,0.514543050,0.529304616,0.889271264
1.361090273,0.515067835,0.529254454,0.889450326
1.362090523,0.515591315,0.529204382,0.889629099
1.363090773,0.516113498,0.529154401,0.889807583
1.364091023,0.516634388,0.529104510,0.889985779
1.365091273,0.517153991,0.529054710,0.890163686
1.366091523,0.517672313,0.529004999,0.890341306
1.367091773,0.518189359,0.528955378,0.890518638
1.368092023,0.518705135,0.528905846,0.890695684
1.369092273,0.519219646,0.528856404,0.890872443
1.370092523,0.519732898,0.528807051,0.891048916
1.371092773,0.520244895,0.528757787,0.891225104
1.372093023,0.520755644,0.528708611,0.891401007
1.373093273,0.521265149,0.528659525,0.891576626
1.374093523,0.521773416,0.528610527,0.891751961
1.375093773,0.522280450,0.528561617,0.891927012
1.376094024,0.522786256,0.528512795,0.892101780
1.377094274,0.523290840,0.528464061,0.892276265
1.378094524,0.523794206,0.528415415,0.892450468
1.379094774,0.524296360,0.528366857,0.892624390
1.380095024,0.524797306,0.528318386,0.892798030
1.381095274,0.525297050,0.528270002,0.892971390
1.382095524,0.525795597,0.528221705,0.893144469
1.383095774,0.526292951,0.528173496,0.893317268
1.384096024,0.526789118,0.528125373,0.893489788
1.385096274,0.527284103,0.528077336,0.893662029
1.386096524,0.527777910,0.528029386,0.893833991
1.387096774,0.528270544,0.527981522,0.894005675
1.388097024,0.528762010,0.527933745,0.894177082
1.389097274,0.529252313,0.527886053,0.894348211
1.390097524,0.529741458,0.527838447,0.894519064
1.391097774,0.530229448,0.527790926,0.894689640
1.392098025,0.530716290,0.527743491,0.894859941
1.393098275,0.531201988,0.527696141,0.895029966
1.394098525,0.531686546,0.527648876,0.895199716
1.395098775,0.532169969,0.527601696,0.895369192
1.396099025,0.532652261,0.527554601,0.895538393
1.397099275,0.533133427,0.527507590,0.895707321
1.398099525,0.533613472,0.527460663,0.895875976
1.399099775,0.534092400,0.527413821,0.896044358
1.400100025,0.534570215,0.527367063,0.896212468
1.401100275,0.535046923,0.527320389,0.896380306
1.402100525,0.535522527,0.527273798,0.896547872
1.403100775,0.535997031,0.527227291,0.896715168
1.404101025,0.536470441,0.527180868,0.896882193
1.405101275,0.536942760,0.527134527,0.897048947
1.406101525,0.537413994,0.527088270,0.897215433
1.407101775,0.537884145,0.527042095,0.897381649
1.408102026,0.538353218,0.526996004,0.897547596
1.409102276,0.538821218,0.526949995,0.897713275
1.410102526,0.539288149,0.526904068,0.897878685
1.411102776,0.539754015,0.526858224,0.898043829
1.412103026,0.540218820,0.526812461,0.898208705
1.413103276,0.540682568,0.526766781,0.898373315
1.414103526,0.541145264,0.526721182,0.898537658
1.415103776,0.541606911,0.526675665,0.898701736
1.416104026,0.542067513,0.526630230,0.898865549
1.417104276,0.542527075,0.526584875,0.899029096
1.418104526,0.542985601,0.526539602,0.899192379
1.419104776,0.543443094,0.526494410,0.899355398
1.420105026,0.543899559,0.526449299,0.899518154
1.421105276,0.544354999,0.526404268,0.899680646
1.422105526,0.544809419,0.526359318,0.899842875
1.423105776,0.545262822,0.526314448,0.900004842
1.424106027,0.545715212,0.526269659,0.900166547
1.425106277,0.546166593,0.526224949,0.900327991
1.426106527,0.546616969,0.526180319,0.900489173
1.427106777,0.547066343,0.526135769,0.900650095
1.428107027,0.547514720,0.526091299,0.900810757
1.429107277,0.547962104,0.526046908,0.900971159
1.430107527,0.548408497,0.526002596,0.901131301
1.431107777,0.548853904,0.525958363,0.901291185
1.432108027,0.549298329,0.525914210,0.901450810
1.433108277,0.549741774,0.525870135,0.901610177
1.434108527,0.550184244,0.525826139,0.901769286
1.435108777,0.550625743,0.525782221,0.901928138
1.436109027,0.551066274,0.525738381,0.902086732
1.437109277,0.551505840,0.525694620,0.902245071
1.438109527,0.551944445,0.525650937,0.902403153
1.439109777,0.552382094,0.525607332,0.902560980
1.440110028,0.552818788,0.525563804,0.902718552
1.441110278,0.553254533,0.525520354,0.902875868
1.442110528,0.553689330,0.525476981,0.903032931
1.443110778,0.554123185,0.525433686,0.903189739
1.444111028,0.554556100,0.525390468,0.903346294
1.445111278,0.554988078,0.525347327,0.903502595
1.446111528,0.555419124,0.525304262,0.903658644
1.447111778,0.555849240,0.525261275,0.903814441
1.448112028,0.556278430,0.525218364,0.903969985
1.449112278,0.556706697,0.525175529,0.904125278
1.450112528,0.557134045,0.525132770,0.904280320
1.451112778,0.557560477,0.525090088,0.904435111
1.452113028,0.557985997,0.525047482,0.904589652
1.453113278,0.558410607,0.525004951,0.904743943
1.454113528,0.558834311,0.524962496,0.904897984
1.455113778,0.559257112,0.524920116,0.905051776
1.456114029,0.559679013,0.524877812,0.905205320
1.457114279,0.560100018,0.524835583,0.905358615
1.458114529,0.560520130,0.524793429,0.905511663
1.459114779,0.560939352,0.524751350,0.905664463
1.460115029,0.561357687,0.524709346,0.905817015
1.461115279,0.561775138,0.524667417,0.905969321
1.462115529,0.562191709,0.524625562,0.906121381
1.463115779,0.562607403,0.524583781,0.906273195
1.464116029,0.563022222,0.524542074,0.906424764
1.465116279,0.563436170,0.524500442,0.906576087
1.466116529,0.563849250,0.524458883,0.906727165
1.467116779,0.564261465,0.524417399,0.906878000
1.468117029,0.564672818,0.524375987,0.907028590
1.469117279,0.565083312,0.524334650,0.907178937
1.470117529,0.565492949,0.524293386,0.907329041
1.471117779,0.565901734,0.524252194,0.907478902
1.472118030,0.566309669,0.524211076,0.907628520
1.473118280,0.566716757,0.524170031,0.907777897
1.474118530,0.567123001,0.524129059,0.907927032
1.475118780,0.567528404,0.524088159,0.908075926
1.476119030,0.567932969,0.524047332,0.908224579
1.477119280,0.568336698,0.524006578,0.908372992
1.478119530,0.568739595,0.523965895,0.908521164
1.479119780,0.569141662,0.523925285,0.908669098
1.480120030,0.569542903,0.523884746,0.908816791
1.481120280,0.569943320,0.523844279,0.908964247
1.482120530,0.570342915,0.523803884,0.909111463
1.483120780,0.570741693,0.523763561,0.909258442
1.484121030,0.571139655,0.523723309,0.909405183
1.485121280,0.571536805,0.523683128,0.909551686
1.486121530,0.571933144,0.523643018,0.909697953
1.487121780,0.572328677,0.523602980,0.909843983
1.488122031,0.572723405,0.523563012,0.909989777
1.489122281,0.573117332,0.523523115,0.910135335
1.490122531,0.573510460,0.523483288,0.910280658
1.491122781,0.573902791,0.523443532,0.910425746
1.492123031,0.574294329,0.523403846,0.910570599
1.493123281,0.574685077,0.523364231,0.910715218
1.494123531,0.575075036,0.523324685,0.910859603
1.495123781,0.575464210,0.523285209,0.911003754
1.496124031,0.575852601,0.523245804,0.911147673
1.497124281,0.576240211,0.523206467,0.911291359
1.498124531,0.576627044,0.523167201,0.911434812
1.499124781,0.577013102,0.523128003,0.911578033
1.500125031,0.577398388,0.523088875,0.911721023
1.501125281,0.577782903,0.523049816,0.911863782
1.502125531,0.578166652,0.523010826,0.912006309
1.503125781,0.578549635,0.522971905,0.912148607
1.504126032,0.578931857,0.522933053,0.912290674
1.505126282,0.579313318,0.522894269,0.912432511
1.506126532,0.579694023,0.522855554,0.912574119
1.507126782,0.580073973,0.522816907,0.912715498
1.508127032,0.580453170,0.522778328,0.912856648
1.509127282,0.580831618,0.522739817,0.912997570
1.510127532,0.581209319,0.522701374,0.913138265
1.511127782,0.581586275,0.522662999,0.913278731
1.512128032,0.581962488,0.522624692,0.913418971
1.513128282,0.582337961,0.522586452,0.913558984
1.514128532,0.582712697,0.522548280,0.913698770
1.515128782,0.583086698,0.522510175,0.913838330
1.516129032,0.583459966,0.522472137,0.913977665
1.517129282,0.583832504,0.522434166,0.914116774
1.518129532,0.584204313,0.522396262,0.914255658
1.519129782,0.584575397,0.522358425,0.914394318
1.520130033,0.584945758,0.522320654,0.914532754
1.521130283,0.585315398,0.522282950,0.914670965
1.522130533,0.585684319,0.522245312,0.914808953
1.523130783,0.586052524,0.522207741,0.914946718
1.524131033,0.586420014,0.522170236,0.915084261
1.525131283,0.586786793,0.522132797,0.915221580
1.526131533,0.587152863,0.522095423,0.915358678
1.527131783,0.587518225,0.522058116,0.915495554
1.528132033,0.587882883,0.522020874,0.915632209
1.529132283,0.588246837,0.521983698,0.915768642
1.530132533,0.588610092,0.521946587,0.915904855
1.531132783,0.588972648,0.521909541,0.916040848
1.532133033,0.589334508,0.521872561,0.916176621
1.533133283,0.589695674,0.521835645,0.916312174
1.534133533,0.590056149,0.521798795,0.916447508
1.535133783,0.590415935,0.521762009,0.916582623
1.536134034,0.590775033,0.521725288,0.916717520
1.537134284,0.591133446,0.521688631,0.916852199
1.538134534,0.591491176,0.521652039,0.916986659
1.539134784,0.591848225,0.521615511,0.917120903
1.540135034,0.592204596,0.521579048,0.917254929
1.541135284,0.592560290,0.521542648,0.917388739
1.542135534,0.592915310,0.521506312,0.917522332
1.543135784,0.593269658,0.521470040,0.917655709
1.544136034,0.593623335,0.521433832,0.917788870
1.545136284,0.593976344,0.521397688,0.917921816
1.546136534,0.594328688,0.521361606,0.918054547
1.547136784,0.594680367,0.521325589,0.918187064
1.548137034,0.595031385,0.521289634,0.918319366
1.549137284,0.595381742,0.521253742,0.918451454
1.550137534,0.595731442,0.521217914,0.918583329
1.551137784,0.596080486,0.521182148,0.918714990
1.552138035,0.596428876,0.521146445,0.918846438
1.553138285,0.596776615,0.521110805,0.918977674
1.554138535,0.597123704,0.521075227,0.919108698
1.555138785,0.597470145,0.521039711,0.919239509
1.556139035,0.597815940,0.521004258,0.919370110
1.557139285,0.598161092,0.520968867,0.919500499
1.558139535,0.598505602,0.520933538,0.919630677
1.559139785,0.598849472,0.520898271,0.919760644
1.560140035,0.599192704,0.520863065,0.919890402
1.561140285,0.599535300,0.520827922,0.920019949
1.562140535,0.599877262,0.520792840,0.920149287
1.563140785,0.600218592,0.520757819,0.920278416
1.564141035,0.600559292,0.520722860,0.920407337
1.565141285,0.600899363,0.520687962,0.920536048
1.566141535,0.601238808,0.520653125,0.920664552
1.567141785,0.601577629,0.520618348,0.920792847
1.568142036,0.601915827,0.520583633,0.920920936
1.569142286,0.602253405,0.520548979,0.921048817
1.570142536,0.602590363,0.520514385,0.921176491
1.571142786,0.602926705,0.520479852,0.921303959
1.572143036,0.603262431,0.520445379,0.921431221
1.573143286,0.603597544,0.520410967,0.921558276
1.574143536,0.603932046,0.520376614,0.921685127
1.575143786,0.604265938,0.520342322,0.921811772
1.576144036,0.604599222,0.520308090,0.921938213
1.577144286,0.604931900,0.520273917,0.922064449
1.578144536,0.605263974,0.520239805,0.922190481
1.579144786,0.605595445,0.520205751,0.922316309
1.580145036,0.605926316,0.520171758,0.922441933
1.581145286,0.606256588,0.520137824,0.922567355
