alpha,eta,omega,m,epsilon,q,sigma0,R,Kappa,phi,r0,K,lambda_A,Omega0,segment_mode,Xi,logG,lhs,stable_direct,stable_criterion,near_boundary,criterion_margin,integral_gamma,damping_sum,log_mirror
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,0.733333333333,weighted,156.13216368919996,109.22685923949068,5.120000000000001,False,False,False,-151.01216368919995,128.39459998839726,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,0.733333333333,weighted,156.1321636891745,128.39448998332566,0.0,False,False,False,-156.1321636891745,128.394599988376,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,0.733333333333,weighted,156.1321636891745,109.22685923946942,5.120000000000001,False,False,False,-151.01216368917449,128.394599988376,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,0.944444444444,weighted,204.5156613477551,168.79289975688553,0.0,False,False,False,-204.5156613477551,168.79300976193588,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,0.944444444444,weighted,204.5156613477551,149.62526901302928,5.120000000000001,False,False,False,-199.3956613477551,168.79300976193588,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,0.944444444444,weighted,204.51566134772963,168.79289975686427,0.0,False,False,False,-204.51566134772963,168.79300976191462,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,0.944444444444,weighted,204.51566134772963,149.62526901300802,5.120000000000001,False,False,False,-199.39566134772963,168.79300976191462,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,1.15555555556,weighted,252.89915900631027,209.19130953042418,0.0,False,False,False,-252.89915900631027,209.19141953547452,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,1.15555555556,weighted,252.89915900631027,190.02367878656793,5.120000000000001,False,False,False,-247.77915900631027,209.19141953547452,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,1.15555555556,weighted,252.89915900743065,209.19130953135968,0.0,False,False,False,-252.89915900743065,209.19141953641002,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,1.15555555556,weighted,252.89915900743065,190.02367878750343,5.120000000000001,False,False,False,-247.77915900743065,209.19141953641002,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,1.36666666667,weighted,301.2826566660113,249.58971930491956,0.0,False,False,False,-301.2826566660113,249.5898293099699,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,1.36666666667,weighted,301.2826566660113,230.4220885610633,5.120000000000001,False,False,False,-296.1626566660113,249.5898293099699,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,1.36666666667,weighted,301.2826566657567,249.58971930470696,0.0,False,False,False,-301.2826566657567,249.5898293097573,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,1.36666666667,weighted,301.2826566657567,230.4220885608507,5.120000000000001,False,False,False,-296.1626566657567,249.5898293097573,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,1.57777777778,weighted,349.6661543243373,289.98812907826687,0.0,False,False,False,-349.6661543243373,289.9882390833172,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,1.57777777778,weighted,349.6661543243373,270.8204983344106,5.120000000000001,False,False,False,-344.5461543243373,289.9882390833172,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,1.57777777778,weighted,349.6661543240826,289.9881290780542,0.0,False,False,False,-349.6661543240826,289.98823908310453,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,1.57777777778,weighted,349.6661543240826,270.82049833419796,5.120000000000001,False,False,False,-344.5461543240826,289.98823908310453,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,1.78888888889,weighted,398.04965198266325,330.38653885161415,0.0,False,False,False,-398.04965198266325,330.38664885666446,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,1.78888888889,weighted,398.04965198266325,311.2189081077579,5.120000000000001,False,False,False,-392.92965198266324,330.38664885666446,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,1.78888888889,weighted,398.04965198240865,330.38653885140155,0.0,False,False,False,-398.04965198240865,330.38664885645187,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,1.78888888889,weighted,398.04965198240865,311.2189081075453,5.120000000000001,False,False,False,-392.92965198240864,330.38664885645187,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,2.0,weighted,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,2.0,weighted,446.43314964073454,351.6173178808925,5.120000000000001,False,False,False,-441.31314964073454,370.78505862979904,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.0,2.0,weighted,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,16,0.8,2.0,weighted,446.43314964073454,351.6173178808925,5.120000000000001,False,False,False,-441.31314964073454,370.78505862979904,19.167630743856243,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,0.1,weighted,10.98167071350908,7.199260662709792,0.0,False,False,False,-10.98167071350908,7.1993706677601255,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,0.1,weighted,10.98167071350908,-32.072509536853694,10.240000000000002,True,False,False,-0.7416707135090785,7.1993706677601255,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,0.311111111111,weighted,59.36516837206421,47.597670436248414,0.0,False,False,False,-59.36516837206421,47.597780441298745,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,0.311111111111,weighted,59.36516837206421,8.325900236684921,10.240000000000002,False,False,False,-49.12516837206421,47.597780441298745,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,0.522222222222,weighted,107.74866603064484,87.99608020980831,0.0,False,False,False,-107.74866603064484,87.99619021485864,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,0.522222222222,weighted,107.74866603064484,48.72431001024482,10.240000000000002,False,False,False,-97.50866603064483,87.99619021485864,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,0.522222222222,weighted,107.74866603061936,87.99608020978704,0.0,False,False,False,-107.74866603061936,87.99619021483737,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,0.522222222222,weighted,107.74866603061936,48.72431001022355,10.240000000000002,False,False,False,-97.50866603061937,87.99619021483737,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,0.733333333333,weighted,156.13216368919996,128.39448998334692,0.0,False,False,False,-156.13216368919996,128.39459998839726,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,0.733333333333,weighted,156.13216368919996,89.12271978378344,10.240000000000002,False,False,False,-145.89216368919995,128.39459998839726,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,0.733333333333,weighted,156.1321636891745,128.39448998332566,0.0,False,False,False,-156.1321636891745,128.394599988376,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,0.733333333333,weighted,156.1321636891745,89.12271978376218,10.240000000000002,False,False,False,-145.89216368917448,128.394599988376,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,0.944444444444,weighted,204.5156613477551,168.79289975688553,0.0,False,False,False,-204.5156613477551,168.79300976193588,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,0.944444444444,weighted,204.5156613477551,129.52112955732204,10.240000000000002,False,False,False,-194.2756613477551,168.79300976193588,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,0.944444444444,weighted,204.51566134772963,168.79289975686427,0.0,False,False,False,-204.51566134772963,168.79300976191462,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,0.944444444444,weighted,204.51566134772963,129.52112955730078,10.240000000000002,False,False,False,-194.27566134772962,168.79300976191462,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,1.15555555556,weighted,252.89915900631027,209.19130953042418,0.0,False,False,False,-252.89915900631027,209.19141953547452,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,1.15555555556,weighted,252.89915900631027,169.9195393308607,10.240000000000002,False,False,False,-242.65915900631026,209.19141953547452,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,1.15555555556,weighted,252.89915900743065,209.19130953135968,0.0,False,False,False,-252.89915900743065,209.19141953641002,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,1.15555555556,weighted,252.89915900743065,169.9195393317962,10.240000000000002,False,False,False,-242.65915900743065,209.19141953641002,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,1.36666666667,weighted,301.2826566660113,249.58971930491956,0.0,False,False,False,-301.2826566660113,249.5898293099699,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,1.36666666667,weighted,301.2826566660113,210.31794910535606,10.240000000000002,False,False,False,-291.0426566660113,249.5898293099699,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,1.36666666667,weighted,301.2826566657567,249.58971930470696,0.0,False,False,False,-301.2826566657567,249.5898293097573,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,1.36666666667,weighted,301.2826566657567,210.31794910514347,10.240000000000002,False,False,False,-291.0426566657567,249.5898293097573,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,1.57777777778,weighted,349.6661543243373,289.98812907826687,0.0,False,False,False,-349.6661543243373,289.9882390833172,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,1.57777777778,weighted,349.6661543243373,250.71635887870335,10.240000000000002,False,False,False,-339.4261543243373,289.9882390833172,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,1.57777777778,weighted,349.6661543240826,289.9881290780542,0.0,False,False,False,-349.6661543240826,289.98823908310453,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,1.57777777778,weighted,349.6661543240826,250.7163588784907,10.240000000000002,False,False,False,-339.4261543240826,289.98823908310453,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,1.78888888889,weighted,398.04965198266325,330.38653885161415,0.0,False,False,False,-398.04965198266325,330.38664885666446,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,1.78888888889,weighted,398.04965198266325,291.11476865205066,10.240000000000002,False,False,False,-387.80965198266324,330.38664885666446,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,1.78888888889,weighted,398.04965198240865,330.38653885140155,0.0,False,False,False,-398.04965198240865,330.38664885645187,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,1.78888888889,weighted,398.04965198240865,291.11476865183806,10.240000000000002,False,False,False,-387.80965198240864,330.38664885645187,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,2.0,weighted,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,2.0,weighted,446.43314964073454,331.51317842518523,10.240000000000002,False,False,False,-436.19314964073453,370.78505862979904,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.0,2.0,weighted,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,32,0.8,2.0,weighted,446.43314964073454,331.51317842518523,10.240000000000002,False,False,False,-436.19314964073453,370.78505862979904,39.27177019956349,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.1,weighted,10.98167071350908,7.199260662709792,0.0,False,False,False,-10.98167071350908,7.1993706677601255,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.1,weighted,10.98167071350908,-72.28078845408696,20.480000000000004,True,True,False,9.498329286490923,7.1993706677601255,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.311111111111,weighted,59.36516837206421,47.597670436248414,0.0,False,False,False,-59.36516837206421,47.597780441298745,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.311111111111,weighted,59.36516837206421,-31.88237868054834,20.480000000000004,True,False,False,-38.88516837206421,47.597780441298745,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.522222222222,weighted,107.74866603061936,87.99608020978704,0.0,False,False,False,-107.74866603061936,87.99619021483737,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.522222222222,weighted,107.74866603061936,8.516031092990287,20.480000000000004,False,False,False,-87.26866603061936,87.99619021483737,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.733333333333,weighted,156.13216368919996,128.39448998334692,0.0,False,False,False,-156.13216368919996,128.39459998839726,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.733333333333,weighted,156.13216368919996,48.91444086655018,20.480000000000004,False,False,False,-135.65216368919994,128.39459998839726,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.733333333333,weighted,156.1321636891745,128.39448998332566,0.0,False,False,False,-156.1321636891745,128.394599988376,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.733333333333,weighted,156.1321636891745,48.91444086652892,20.480000000000004,False,False,False,-135.65216368917447,128.394599988376,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.944444444444,weighted,204.5156613477551,168.79289975688553,0.0,False,False,False,-204.5156613477551,168.79300976193588,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.944444444444,weighted,204.5156613477551,89.3128506400888,20.480000000000004,False,False,False,-184.03566134775508,168.79300976193588,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,0.944444444444,weighted,204.51566134772963,168.79289975686427,0.0,False,False,False,-204.51566134772963,168.79300976191462,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,0.944444444444,weighted,204.51566134772963,89.31285064006754,20.480000000000004,False,False,False,-184.03566134772962,168.79300976191462,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.15555555556,weighted,252.89915900631027,209.19130953042418,0.0,False,False,False,-252.89915900631027,209.19141953547452,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.15555555556,weighted,252.89915900631027,129.71126041362743,20.480000000000004,False,False,False,-232.41915900631028,209.19141953547452,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.15555555556,weighted,252.89915900743065,209.19130953135968,0.0,False,False,False,-252.89915900743065,209.19141953641002,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.15555555556,weighted,252.89915900743065,129.71126041456293,20.480000000000004,False,False,False,-232.41915900743066,209.19141953641002,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.36666666667,weighted,301.2826566660113,249.58971930491956,0.0,False,False,False,-301.2826566660113,249.5898293099699,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.36666666667,weighted,301.2826566660113,170.1096701881228,20.480000000000004,False,False,False,-280.8026566660113,249.5898293099699,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.36666666667,weighted,301.2826566657567,249.58971930470696,0.0,False,False,False,-301.2826566657567,249.5898293097573,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.36666666667,weighted,301.2826566657567,170.1096701879102,20.480000000000004,False,False,False,-280.8026566657567,249.5898293097573,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.57777777778,weighted,349.6661543243373,289.98812907826687,0.0,False,False,False,-349.6661543243373,289.9882390833172,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.57777777778,weighted,349.6661543243373,210.5080799614701,20.480000000000004,False,False,False,-329.1861543243373,289.9882390833172,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.57777777778,weighted,349.6661543240826,289.9881290780542,0.0,False,False,False,-349.6661543240826,289.98823908310453,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.57777777778,weighted,349.6661543240826,210.50807996125744,20.480000000000004,False,False,False,-329.18615432408257,289.98823908310453,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.78888888889,weighted,398.04965198266325,330.38653885161415,0.0,False,False,False,-398.04965198266325,330.38664885666446,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.78888888889,weighted,398.04965198266325,250.90648973481737,20.480000000000004,False,False,False,-377.56965198266323,330.38664885666446,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,1.78888888889,weighted,398.04965198240865,330.38653885140155,0.0,False,False,False,-398.04965198240865,330.38664885645187,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,1.78888888889,weighted,398.04965198240865,250.90648973460478,20.480000000000004,False,False,False,-377.56965198240863,330.38664885645187,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,2.0,weighted,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,2.0,weighted,446.43314964073454,291.304899507952,20.480000000000004,False,False,False,-425.9531496407345,370.78505862979904,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.0,2.0,weighted,446.43314964073454,370.7849486247487,0.0,False,False,False,-446.43314964073454,370.78505862979904,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,64,0.8,2.0,weighted,446.43314964073454,291.304899507952,20.480000000000004,False,False,False,-425.9531496407345,370.78505862979904,79.48004911679675,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,0.1,weighted,10.98167071350908,7.199260662709792,0.0,False,False,False,-10.98167071350908,7.1993706677601255,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,0.1,weighted,10.98167071350908,-152.69734628846584,40.96000000000001,True,True,False,29.978329286490926,7.1993706677601255,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,0.311111111111,weighted,59.36516837206421,47.597670436248414,0.0,False,False,False,-59.36516837206421,47.597780441298745,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,0.311111111111,weighted,59.36516837206421,-112.2989365149272,40.96000000000001,True,False,False,-18.405168372064203,47.597780441298745,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,0.522222222222,weighted,107.74866603061936,87.99608020978704,0.0,False,False,False,-107.74866603061936,87.99619021483737,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,0.522222222222,weighted,107.74866603061936,-71.90052674138857,40.96000000000001,True,False,False,-66.78866603061935,87.99619021483737,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,0.733333333333,weighted,156.1321636891745,128.39448998332566,0.0,False,False,False,-156.1321636891745,128.394599988376,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,0.733333333333,weighted,156.1321636891745,-31.502116967849947,40.96000000000001,True,False,False,-115.17216368917448,128.394599988376,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,0.944444444444,weighted,204.51566134772963,168.79289975686427,0.0,False,False,False,-204.51566134772963,168.79300976191462,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,0.944444444444,weighted,204.51566134772963,8.896292805688672,40.96000000000001,False,False,False,-163.55566134772963,168.79300976191462,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.15555555556,weighted,252.89915900631027,209.19130953042418,0.0,False,False,False,-252.89915900631027,209.19141953547452,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.15555555556,weighted,252.89915900631027,49.29470257924858,40.96000000000001,False,False,False,-211.93915900631026,209.19141953547452,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.15555555556,weighted,252.89915900743065,209.19130953135968,0.0,False,False,False,-252.89915900743065,209.19141953641002,0.0,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.8,1.15555555556,weighted,252.89915900743065,49.29470258018408,40.96000000000001,False,False,False,-211.93915900743065,209.19141953641002,159.8966069511756,-0.00011000505033366343
2.5,0.0,0.25,4,0.2,3.0,0.4,0.9999,1e-05,1.618034,1.0,128,0.0,1.36666666667,weighted,301.2826566660113,249.58971930491956,0.0,False,False,False,-301.2826566660113,249.5898293099699,0.0,-0.00011000505033366343
